Swedish_Lemma,English_Lemma,Chinese_Lemma,POS,CEFR
tära ut,emaciate,使衰弱,VERB,Advanced
avmagring,emaciation,消瘦,NOUN,Advanced
balsamera,embalm,防腐保存,VERB,B2
rusta för strid,embattle,列阵备战,VERB,Advanced
förbittra,embitter,使苦涩,VERB,Advanced
pryda,emblazon,以纹章装饰,VERB,Advanced
förkroppsligande,embodiment,体现,NOUN,B2
prägla,emboss,压花,VERB,B2
omfamna varandra,embrace each other,相互拥抱,VERB,B1
inveckla,embroil,使卷入,VERB,Advanced
textkorrigera,emend,校订,VERB,Advanced
uppkomst,emergence emanation,显现发源,NOUN,B2
framväxande,emerging,新兴的,ADJ,B2
upphöjdhet,eminence,显赫,NOUN,Advanced
emirat,emirate,酋长国,NOUN,B2
utsläppsminskning,emission reduction,减排,NOUN,B2
utsläpp,emissions,排放物,NOUN,B2
strålare,emitter,发射体,NOUN,B2
arvode,emolument,报酬,NOUN,Advanced
uttrycka känslor,emote,夸张表现情感,VERB,Advanced
emoji,emoticon,表情符号,NOUN,A2
känsla,emotion feeling,情感,NOUN,A2
känslosamhet,emotionality lyricism,抒情性,NOUN,B2
eftertrycklig,emphatic,断然的,ADJ,B2
eftertryckligt,emphatically,断然地,ADV,B2
anställningsbarhet,employability,就业能力,NOUN,B2
arbetsgivare,employers,雇主们,NOUN,B1
varuhus,emporium,商场,NOUN,B2
bemyndigande,empowerment,赋权,NOUN,B2
tömning,emptying,清空,NOUN,B2
himmelsk,empyrean,天界的,ADJ,Advanced
emulator,emulator,仿真器,NOUN,B2
emulgera,emulsify,乳化,VERB,Advanced
emulsion,emulsion,乳浊液,NOUN,B2
emaljera,enamel,上珐琅,VERB,B2
förtrolla,enamor,使倾心,VERB,Advanced
bura in,encage,关入笼中,VERB,B2
slå läger,encamp,扎营,VERB,B2
lägerplats,encampment,军营,NOUN,B2
lägerplatser,encampments,营地群,NOUN,B2
sammanfatta,encapsulate,概括,VERB,B2
innesluta,encase,装入箱中,VERB,B2
hjärnrelaterad,encephalic,脑的,ADJ,Advanced
fjättra,enchain,用链条束缚,VERB,Advanced
innesluten,enclosed,附带的,ADJ,B1
fålla,enclosure pen,围栏,NOUN,B2
lovtal,encomium,赞颂之辞,NOUN,Advanced
extranummer,encore,返场演出,NOUN,B1
uppmuntrande,encouraging,鼓舞人心的,ADJ,B1
intrång,encroachment,侵犯,NOUN,Advanced
skorpa över,encrust,结壳于,VERB,Advanced
kryptera,encrypt,加密,VERB,B1
belasta,encumber,妨碍,VERB,Advanced
arbetsdagens slut,end of the working day,下班,NOUN,A2
årsskifte,end of the year,岁末,NOUN,B1
göra omtyckt,endear,使受喜爱,VERB,B2
strävan,endeavor,努力,NOUN,B2
sträva efter,endeavor,竭力尝试,VERB,B2
endemisk sjukdom,endemic disease,地方病,NOUN,Advanced
endogami,endogamy,同族结婚,NOUN,Advanced
endogen,endogenous,内生的,ADJ,Advanced
endoskop,endoscope,内窥镜,NOUN,B2
endoskopi,endoscopy,内窥镜检查,NOUN,B2
förläna,endue,赋予,VERB,Advanced
fientlig armé,enemy army,敌军,NOUN,B1
statsfiende,enemy of the state,国家公敌,NOUN,B2
ladda med energi,energize,激发活力,VERB,B2
försvaga,enfeeble,使衰弱,VERB,Advanced
förläning,enfeoffment,分封,NOUN,Advanced
omsluta,enfold,包覆,VERB,B2
verkställbarhet,enforceability,可执行性,NOUN,Advanced
ge rösträtt,enfranchise,赋予选举权,VERB,Advanced
alstra,engender,产生,VERB,Advanced
inympa,engraft,嫁接注入,VERB,Advanced
lägga på minnet,engrave in mind,铭记在心,VERB,B2
gravör,engraver,雕刻师,NOUN,B2
fängslande,engrossing,引人入胜的,ADJ,B2
sluka,engulf,吞没,VERB,B2
gåta,enigma,谜,NOUN,B2
radsprång,enjambment,跨行连读,NOUN,Advanced
ålägga,enjoin,嘱咐,VERB,Advanced
angenäm,enjoyable,令人愉快的,ADJ,A2
uppskattad,enjoyed,受喜爱的,ADJ,B1
tända,enkindle,点燃,VERB,Advanced
utvidgning,enlargement,放大,NOUN,B2
upplysande,enlightening,富有启发性的,ADJ,B2
värvning,enlistment,应征入伍,NOUN,B2
liva upp,enliven,使生动,VERB,B2
snärja,enmesh,使陷入,VERB,Advanced
fråga efter,enquire,打听,VERB,B1
rasande,enraged,暴怒的,ADJ,B2
berikande,enriching,充实的,ADJ,B2
inskriven,enrolled,注册入学的,ADJ,B1
finna sig tillrätta,ensconce,安顿,VERB,Advanced
helga,enshrine,奉为神圣,VERB,Advanced
fästande i lag,enshrinement,铭刻供奉,NOUN,Advanced
svepa in,enshroud,笼罩掩盖,VERB,Advanced
kärleksträldom,enslavement by love,受情所困,NOUN,Advanced
följa derpå,ensue,随之而来,VERB,B2
inveckling,entanglement,纠缠,NOUN,B2
enteleki,entelechy,隐德来希,NOUN,Advanced
stadsinträde,entering city,进城,NOUN,B1
företagsam,enterprising,有事业心的,ADJ,B2
underhållare,entertainer,演艺人员,NOUN,B1
lockelse,enticement,诱惑物,NOUN,B2
berättiga,entitle,使有权,VERB,B2
rättigheter,entitlements,法定权益,NOUN,B2
begrava i grav,entomb,下葬,VERB,Advanced
entomologi,entomology,昆虫学,NOUN,Advanced
trollbindande,entrancing,令人神往的,ADJ,Advanced
fånga i fälla,entrap,诱捕,VERB,B2
bönfalla,entreat,乞求,VERB,Advanced
förskansning,entrenchment,盘踞确立,NOUN,Advanced
entreprenörskap,entrepreneurship,创业精神,NOUN,B2
fläta samman,entwine,缠绕,VERB,B2
uttalande,enunciative,阐述性的,ADJ,Advanced
omge helt,envelop,包裹,VERB,B2
förgifta,envenom,下毒,VERB,Advanced
omringa,environ,包围,VERB,Advanced
föreställa sig,envisage,设想,VERB,B2
tidsålder,eon age,亘古时代,NOUN,B2
episk storslagenhet,epic quality,史诗品质,NOUN,B2
epidermal,epidermal,表皮的,ADJ,Advanced
epigram,epigram,警句短诗,NOUN,Advanced
epilog,epilogue,结语,NOUN,B2
episodisk,episodic,插曲式的,ADJ,B2
epistolär,epistolary,书信体的,ADJ,Advanced
sammanfatta träffande,epitomize,是...的典型,VERB,Advanced
eponym,eponymous,同名的,ADJ,Advanced
själslugn,equanimity,心平气和,NOUN,Advanced
ekvatoriell,equatorial,赤道的,ADJ,B2
lika avlägsen,equidistant,等距离的,ADJ,B2
liksidig,equilateral,等边的,ADJ,B2
balansera,equilibrate,使均衡,VERB,Advanced
likvärdig med,equivalent to,等同于,ADJ,B2
mångtydig,equivocal,模棱两可的,ADJ,Advanced
slingra sig,equivocate,搪塞含糊其辞,VERB,Advanced
uppförande,erection,建造立起,NOUN,B2
erfarenhet,erfahrt,获悉,NOUN,Advanced
flackande,errant,偏离正道的,ADJ,Advanced
felaktig,erroneous,错误的,ADJ,B2
få utbrott,erupt,喷发,VERB,B1
bevisföring,erweisung,证明证实,NOUN,Advanced
huvudreglering,erzregelung,总规范,NOUN,Advanced
flykt,escaping,逃逸,NOUN,B1
eskatologisk,eschatological,末世论的,ADJ,Advanced
tillfalla staten,escheat,充公归公,VERB,Advanced
avhålla sig från,eschew,避开,VERB,Advanced
eskortbyrå,escort agency,伴游机构,NOUN,B2
eskorteringsuppdrag,escort mission,护送任务,NOUN,B2
eskortbegäran,escort request,护送请求,NOUN,B2
matstrupe,esophagus,食管,NOUN,B2
essäist,essayist,随笔作家,NOUN,B2
essäistisk,essayistic,散文式的,ADJ,B2
essäistisk prägel,essayistic quality,随笔风格,NOUN,Advanced
kärna,essence core,本质核心,NOUN,B2
oumbärlighet,essentiality,根本重要性,NOUN,Advanced
uppskattning,estimation,估算,NOUN,B2
göra främmande,estrange,使疏远,VERB,Advanced
med mera,etc,等等,NOUN,A1
etsa,etch,蚀刻,VERB,B2
evig acceptans,eternally receive,永世承接,NOUN,Advanced
evighet utan början,eternity without beginning,无始永恒,NOUN,Advanced
oändlighet,eternity without end,无终永生,NOUN,Advanced
etnisk kines,ethnic Chinese,华裔,NOUN,B2
prisa högt,eulogize,称赞,VERB,Advanced
försvinna gradvis,evanesce,消散,VERB,Advanced
avdunstande,evaporating,蒸发的,ADJ,B2
afton,eve,前夜,NOUN,B1
även om,even if,即使,ADP,A2
till och med jag,even me,甚至是我,NOUN,A2
jämn puls,even pulse,平脉,NOUN,B2
kvällssammankomst,evening gathering,晚聚,NOUN,B1
kvällstidning,evening newspaper,晚报,NOUN,A2
afton,evening night,晚间,NOUN,A2
kvällsfest,evening party,晚会,NOUN,A2
slutlig,eventual,最终的,ADJ,B2
slutresultat,eventual outcome,最终结果,NOUN,B2
sluta med,eventuate,以...为结局,VERB,Advanced
evighet,everlastingness,永恒不灭,NOUN,Advanced
varje dag,every day,每天,NOUN,A1
varje gång,every time,每次,NOUN,A2
alla,everybody,所有人,PRON,A1
vardagsliv,everyday family life,日常家境,NOUN,A2
vardaglighet,everydayness,平凡无奇,NOUN,B2
många olika meningar,everyone gives their own view,各抒己见,NOUN,B2
bevisvärde,evidentiary weight,证据力,NOUN,Advanced
ondskefullt drag,evil move,恶招,NOUN,B2
ådagalägga,evince,表明,VERB,Advanced
rensa ur inälvorna på,eviscerate,取出内脏切除,VERB,Advanced
evolutionär,evolutionary,演化的,ADJ,B2
exakt likadan,exactly the same,一模一样,ADJ,A2
tentamensskrivning,exam paper,试卷,NOUN,B1
prov,exam to take an exam,考试,NOUN,A1
utgrävd,excavated,发掘出的,ADJ,B2
såvida inte,except unless,除非,ADP,B1
hälsa på varandra,exchange greetings,互致问候,VERB,A2
växla pengar,exchange money,换汇,NOUN,A2
ömsesidiga beskyllningar,exchange of accusations,互指指责,NOUN,B2
versutbyte,exchange of verses,对诗,NOUN,B2
växelkurs,exchange rate,汇率,NOUN,B1
utbytesstudent,exchange student,交换生,NOUN,B1
växlare,exchanger,交换器,NOUN,B2
utbyten,exchanges,交流,NOUN,B1
punktskatt,excise,消费税,NOUN,B2
skära bort,excise,切除,VERB,B2
utsöndra,excrete,排泄,VERB,B2
ursäkta mig,excuse me,劳驾,INTJ,A1
ursäkta,excuse me,原谅,VERB,A1
verkställande,executory,待履行的,ADJ,Advanced
föredöme,exemplar,模范,NOUN,B2
antagningsbefrielse,exemption from admission exam,免试入学,NOUN,B2
övningsbok,exercise book,练习本,NOUN,A1
övningar,exercises,体能练习,NOUN,A1
utöva,exert,施加,VERB,B2
avgaser,exhaust gas,废气,NOUN,B1
utmattande,exhausting,令人精疲力竭的,ADJ,B1
utställningsföremål,exhibit,展品,NOUN,B1
mässhall,exhibition center,会展中心,NOUN,B1
uppvisningsmatch,exhibition match,表演赛,NOUN,B1
uppmuntra,exhilarate,使兴高采烈,VERB,B2
brådskande,exigent,迫切的,ADJ,Advanced
vidsträckt yta,expanse,广阔空间,NOUN,B2
utveckla utförligt,expatiate,详述,VERB,Advanced
påskynda,expedite,加快,VERB,B2
dyrhet,expensiveness,昂贵,NOUN,B1
erfarenhetspartikel,experiential marker,经历体标记,PART,Advanced
expertutlåtande,expert opinion,专家意见,NOUN,B2
sona,expiate,赎罪,VERB,Advanced
tydliggöra,explicate,阐释,VERB,B2
bragder,exploits,丰功伟绩,NOUN,B2
exportverksamhet,exportation,出口外销,NOUN,B2
göra invändningar,expostulate,劝诫反驳,VERB,Advanced
expressleverans,express delivery,快递,NOUN,A2
expressionism,expressionism,表现主义,NOUN,B2
utplåna helt,expunge,抹去划掉,VERB,Advanced
improvisera,extemporize,即兴表演,VERB,Advanced
förlängd verklighet,extended reality,扩展现实,NOUN,B2
förmildra,extenuate,减轻罪责,VERB,Advanced
förmildrande,extenuating,情有可原的,ADJ,B2
släckning,extinguishing,熄灭扑灭,NOUN,B2
lovordande,extolling,颂扬赞美,NOUN,Advanced
framtvinga bekännelse,extort a confession,刑讯逼供,VERB,Advanced
extra mycket,extra,格外,ADV,A2
extra dryck,extra drink,加料饮料,NOUN,A2
utåtriktning,extraversion,外向性,NOUN,B2
extremkyla,extreme cold,严寒极冷,NOUN,B1
extremväder,extreme weather,极端天气,NOUN,B1
utåtriktad,extroverted,性格外向的,ADJ,B1
strängspruta,extrude,挤压成型,VERB,B2
ögonmärke,eye,眼,PART,A1
ögonvård,eye-care,护眼,NOUN,B1
ögonbryn,eyebrows,眉毛,NOUN,A2
påhittad,fabricated,捏造的,ADJ,B2
ansiktshandduk,face towel,洗脸毛巾,NOUN,A2
ansiktsslöja,face veil,面纱,NOUN,B1
underlättande,facilitation,促进协助,NOUN,B2
fluga,fad,一时的狂热,NOUN,B2
tyna bort,fade away,逐渐消退,VERB,B1
bortdöende,fading away,衰退消逝,NOUN,B2
cigarettfimp,fag,香烟,NOUN,B2
kvistknippe,faggot,柴捆,NOUN,Advanced
underkänd elev,failing student,不及格生,NOUN,B1
underlåtenhet,failure to act,不作为,NOUN,B2
svimning,faint,昏厥,NOUN,B1
trolöshet,faithlessness,不忠实,NOUN,B2
falsk och undermålig,fake and inferior,假冒伪劣的,ADJ,B2
piratkopior,fake goods,假冒商品,NOUN,B1
kollaps,fall collapse,崩塌,NOUN,B2
tillfalla,fall on,降临落在,NOUN,B2
förfallande i,falling into,陷入跌入,NOUN,B2
avramling från häst,falling off horse,坠马,NOUN,B2
radioaktivt nedfall,fallout,放射性尘埃,NOUN,B2
trädesmark,fallow land,休耕地,NOUN,B2
mened,false oath,虚假誓言,NOUN,B2
vackla,falter,动摇蹒跚,VERB,B2
tvekande,faltering,踌躇踉跄的,ADJ,B2
familjär,familial,家族的家庭的,ADJ,B2
förtrogen med,familiar with,熟识通晓的,ADJ,B1
familjeägo,family has,家有,NOUN,A2
svälta ihjäl,famish,极度挨饿,VERB,Advanced
berömd fångare,famous catcher,名捕,NOUN,B2
fanatisk,fanatical,狂热狂信的,ADJ,B2
fantasifull,fancy,花哨精致的,ADJ,B1
fantiserande,fantasize,胡思乱想,VERB,B1
fantasifoster,fantasizing,空想幻想,NOUN,B2
avskedsbankett,farewell banquet,饯别宴会,NOUN,B2
åkermark,farmland,农田耕地,NOUN,B1
grisa,farrow,生猪仔,VERB,Advanced
fjärt,fart,放屁,NOUN,B1
spola framåt,fast forward,快进播放,VERB,A2
far och dotter,father and daughter,父女,NOUN,A2
fatta,fathom,测深领会,VERB,B2
fetter,fats,脂肪类,NOUN,B1
fettsyra,fatty acid,脂肪酸,NOUN,B2
ynnest,favor kindness,恩惠好意,NOUN,B2
favorit,favorite,特别喜爱的人,NOUN,A1
svansa för,fawn,摇尾乞怜奉承,VERB,Advanced
avföring,feces,粪便排泄物,NOUN,B2
befrukta,fecundate,使受精肥沃,VERB,Advanced
federalisera,federalize,联邦化,VERB,B2
utfodring,feeding,喂食哺育,NOUN,B1
känsloliv,feeling emotion love,情爱感受,NOUN,B2
gratulera,felicitate,祝贺道喜,VERB,Advanced
filt,felt,毛毡,NOUN,B1
kvinnlig general,female general,女将,NOUN,B2
kvinnlig åklagare,female prosecutor,女检察官,NOUN,B2
tjuvkvinnna,female thief,女贼,NOUN,B1
kvinnor,females,女性群体,NOUN,B1
feminisering,feminization,女性化,NOUN,B2
avvärja,fend,抵挡照料,VERB,B2
fengshui,feng shui,风水堪舆,NOUN,B2
ökenräv,fennec fox,耳廓狐,NOUN,B2
bockhornsklöver,fenugreek,胡芦巴,NOUN,Advanced
fermat,fermata,延长记号,NOUN,Advanced
fermenterad böna,fermented bean,发酵豆豉,NOUN,B2
fjärrberäkning,fernrechnung,远程结算,NOUN,Advanced
reslängtan,fernsucht,向往远方,NOUN,Advanced
festlighet,festivity,欢庆庆祝,NOUN,B2
fira storslaget,fete,设宴款待,VERB,B2
fjättra med bojor,fetter,戴脚镣束缚,VERB,Advanced
fejdeslut,feud end,和解停争,NOUN,Advanced
fezmössa,fez,土耳其毡帽,NOUN,B2
dra en vit lögn,fib,说无关紧要小谎,VERB,B2
skriva om som skönlitteratur,fictionalize,小说化编构,VERB,B2
fiol,fiddle,小提琴,NOUN,A2
pilla med,fiddle,无聊拨弄捣鬼,VERB,B2
skruva på sig,fidget,坐立不安烦躁,VERB,B2
fält-,field,实地的野外的,ADJ,B1
ond ande,fiend,恶魔魔鬼,NOUN,B2
vildsint person,fierce one,凶狠之人,NOUN,B2
slå tillbaka,fight back,奋起还击反击,VERB,B1
bildspråk,figurative language,比喻性语言,NOUN,B2
konståkning,figure skating,花样滑冰,NOUN,B1
snatta,filch,顺手牵羊窃取,VERB,Advanced
filéa,fillet,切成无骨鱼片,VERB,B2
fyllning,filling,馅料填塞物,NOUN,A2
fena,fin,鱼鳍,NOUN,B1
bokslut,final accounts,决算决算表,NOUN,B2
lagakraftvunnen dom,final judgment,终审判决,NOUN,B2
finalspel,finals,决赛期末考,NOUN,B1
betalningsansvar,financial liability,财务责任负债,NOUN,B2
ekonomisk förlust,financial loss,经济财务损失,NOUN,B1
återfinna,find back,找回,NOUN,B1
skön konst,fine arts,美术艺术,NOUN,B1
det finstilta,fine print,小字说明条款,NOUN,B2
fin hy,fine skin,细嫩皮肤,NOUN,B1
alldeles utmärkt,fine well,安好完好,ADJ,A2
slutföra,finish end,告终终结,VERB,A2
avslutad,finished,完成做完的,VERB,A1
granskog,fir forest,冷杉林,NOUN,B1
brandkår,fire department,消防局消防队,NOUN,B1
brandstation,fire station,消防队站,NOUN,A2
fyrverkeripjäs,firework,烟花爆竹,NOUN,A2
fast förankring,firm entrenchment,牢固确立根深蒂固,NOUN,B2
förstaplats,first,第一名冠位,NOUN,A1
första,first,第一位的,NUM,A1
första hjälpen,first aid,急救包急救,NOUN,A2
första mössinvigning,first capping,初次加冠礼,NOUN,Advanced
första instans,first instance,第一审级,NOUN,B2
främsta förtjänst,first merit,首功,NOUN,B2
förstklassig,first-class,头等一流的,ADJ,B1
för det första,firstly,首先第一点,NOUN,A2
finanspolitisk,fiscal,财政财政的,ADJ,B2
fiskerinäring,fisheries,渔业捕捞,NOUN,B2
fiskkrok,fishhook,鱼钩钓钩,NOUN,B1
fiskhandlare,fishmonger,鱼贩鱼商,NOUN,B1
passform,fit,合身适合,NOUN,B1
utrustande,fitting out,舾装装修配备,NOUN,B2
femdelad,five,五个一组的,ADJ,A1
iordningställa,fix to prepare,准备打点收拾,VERB,B1
tidsbestämt fängelsestraff,fixed-term imprisonment,有期徒刑,NOUN,B2
väsa,fizz,嘶嘶作响冒气泡,VERB,B2
rinna ut i sanden,fizzle,失败告吹草草收场,VERB,B2
göra mållös,flabbergast,使瞠目结舌惊呆,VERB,Advanced
flagga,flag,旗标,PART,B1
på bar gärning,flagrante delicto,现行犯抓现行,NOUN,Advanced
tröska med slaga,flail,胡乱挥动打麦,VERB,B2
naturbegåvning,flair,天赋眼光鉴赏力,NOUN,B2
falla i flagor,flake,剥落成薄片,VERB,B2
flamskyddsmedel,flame retardant,阻燃剂防火剂,NOUN,B2
brännbar is,flammable ice,可燃冰天然气水合物,NOUN,B2
fläns,flange,法兰凸缘轮缘,NOUN,B2
blossa upp,flare,突然发光闪亮,VERB,B2
blixtljus,flash,闪光闪烁,NOUN,B1
tillbakablick,flashback,倒叙回想插叙,NOUN,B2
lägenhet,flat,平房公寓单元,NOUN,A2
ståta med,flaunt,炫耀夸耀招摇,VERB,B2
defekt,flawed,有瑕疵有缺陷的,ADJ,B2
flå huden av,flay,剥皮严厉苛责,VERB,Advanced
loppa,flea,跳蚤,NOUN,B1
liten fläck,fleck,斑点小点微粒,NOUN,B2
fårull,fleece,羊毛抓绒羊毛剪毛,NOUN,B1
spänna muskler,flex,弯曲活动绷紧,VERB,B2
sprätta till,flick,轻弹轻拂甩动,VERB,B2
fladdra flimrande,flicker,微弱闪烁摇曳,VERB,B2
rygga tillbaka,flinch,畏缩退缩躲闪,VERB,B2
släng,fling,投掷乱扔放纵,NOUN,B2
slänga häftigt,fling,猛掷猛扔抛掷,VERB,B2
vända snabbt,flip,轻抛翻转急转,VERB,B1
flörta,flirt,调情打情骂俏,VERB,B1
flirtande,flirtation,调情挑逗轻佻,NOUN,B2
fladdra förbi,flit,掠过轻快飞掠,VERB,B2
flytande på ytan,floating,漂浮悬浮浮动,NOUN,B2
spöstraff,flogging,鞭笞鞭打答刑,NOUN,B2
översvämmad,flooded,被水淹没泛滥的,ADJ,B1
golvmatta,floor mat,地垫门垫地席,NOUN,A2
markprojektil,floor projectile,地掷弹地面射流,NOUN,Advanced
våningsplan,floor story,楼层地面层,NOUN,A2
golvplanka,floorboard,地板条木地板块,NOUN,B2
dunsande falla,flop,笨重跌落砸锅惨败,VERB,B2
blommig,floral,花朵的花卉图案的,ADJ,B1
klampa i vrede,flounce,愤然甩步昂首阔步,VERB,Advanced
sprattla hjälplöst,flounder,挣扎慌乱应付,VERB,B2
hjälplöst sprattlande,floundering,挣扎受阻不知所措,NOUN,Advanced
strömma in,flow in,流入涌进倒灌,VERB,B1
blomsterarrangemang,flower arranging,插花艺术花艺,NOUN,B1
blomsterrabatt,flower bed,花坛花圃花床,NOUN,A2
blomskugga,flower shadow,花影,NOUN,B2
ludd,fluff,绒毛软毛起绒物,NOUN,B1
fluidisera,fluidize,流态化流化,VERB,Advanced
flytande ämnen,fluids,流体液体类,NOUN,B2
lyckträff,fluke,侥幸巧合偶成,NOUN,B2
bli kuggad,flunk,考试不及格挂科,VERB,B2
förvirring,fluster,慌乱失措慌张,NOUN,B2
urkedja,fob,表链装饰坠小口袋,NOUN,Advanced
fokusering,focalization,聚焦化定焦处理,NOUN,Advanced
dimljus,fog light,雾灯,NOUN,B1
dimmig,foggy,大雾弥漫多雾的,ADJ,A2
dimmig dag,foggy day,雾天大雾日,NOUN,A2
folie,foil,金属箔锡纸铝箔,NOUN,B1
vika över,fold over,翻折对折折起,VERB,B1
hopfällbar,foldable,可折叠的折叠式,ADJ,B1
bladrelaterad,foliar,叶面叶片的,ADJ,Advanced
allmoge,folk,民间民众平民,NOUN,B2
folklig oboe,folk oboe,唢呐民间管乐器,NOUN,Advanced
anhängare,followers,追随者随从粉丝,NOUN,B1
efter till följd av,following,在...之后依据,ADP,B1
nästföljande,following next,接下来的随后的,ADJ,A2
efterföljande föredömet,following the example of,仿效效法遵照,NOUN,B2
anstifta,foment,煽动助长挑起,VERB,Advanced
smeka ömt,fondle,抚摸爱抚抚弄,VERB,B2
ömhet,fondness,喜爱溺爱钟爱,NOUN,B2
näringskedja,food chain,食物链营养链,NOUN,B1
maträtt,food dish,菜肴食品菜点,NOUN,A1
dårskap,foolhardiness,蛮勇鲁莽冒险,NOUN,Advanced
dårskap,foolishness,愚昧蠢事胡闹,NOUN,B1
kullig förbergstrakt,foothill,山麓丘陵前山,NOUN,B2
fotnot,footnote,脚注附注注释,NOUN,B1
stegljud,footsteps,脚步声足迹脚步,NOUN,B1
fotpall,footstool,脚凳搁脚台,NOUN,B1
för livstid,for a lifetime,终身一辈子,ADV,B2
under lång tid,for a long time,长久以来长期,ADV,A1
för varandra,for each other,彼此相互为对方,ADV,B1
till ledning,for guidance orientation,以资参考定向引导,ADV,B2
i timtal,for hours,数小时之久的,ADJ,B1
för min skull,for my sake,为我着想为了我,ADV,B1
tills vidare,for now,暂时目前来说,PART,A2
för den,for the,为对于该,ADP,A1
hypotetiskt antaget,for the sake of argument,假设退一步说,ADV,B2
för din skull,for your sake,为你着想为了你,ADV,B1
söka föda,forage,觅食搜寻粮草,VERB,B2
räd,foray,突袭小进犯涉足,NOUN,B2
avhålla sig,forbear,克制忍耐自我克制,VERB,Advanced
tvångsarbete,forced labor,强迫劳动劳役,NOUN,B2
kraftfull,forceful,强有力的坚决的,ADJ,B2
kuvande underkastelse,forcing submission,威服强行压服,NOUN,Advanced
vadställe,ford,涉水处浅滩浅渡,NOUN,B2
underarm,forearm,前臂小臂前肢,NOUN,B1
ond aning,foreboding,凶兆不祥预感,NOUN,B2
prognostisera,forecast,预测预报预估,VERB,B1
utmäta pantsatt,foreclose,取消抵押赎回权,VERB,Advanced
förutbestämma till undergång,foredoom,注定遭殃厄运预定,VERB,Advanced
avstå ifrån,forego,放弃走在前先于,VERB,B2
förgrund,foreground,前景突出位置,NOUN,B2
utländsk valuta,foreign currency,外汇外币外币资金,NOUN,B1
veta i förväg,foreknow,预知先知先晓,VERB,Advanced
förman,foreman,工头领班领工,NOUN,B2
förmiddag,forenoon,上午前半日早间,NOUN,B1
säkring av brottsplatsbevis,forensic evidence collection,物证提取搜证,NOUN,B2
förebåda,foreshadow,预示伏笔预兆,VERB,B2
förebådande,foreshadowing,铺垫预示先兆,NOUN,B2
förkorta i perspektiv,foreshorten,透视缩短压缩表现,VERB,Advanced
skogsrelaterad,forest-related,森林林业相关的,ADJ,B1
förekomma,forestall,先发制人阻挠预防,VERB,Advanced
förutsäga,foretell,预言预报告知未来,VERB,B2
varna i förväg,forewarn,预先警告先加防范,VERB,B2
förverka,forfeit,没收被剥夺丧失,VERB,B2
bryta väg framåt,forge ahead,锐意进取勇往直前,VERB,B2
glömska,forgetfulness,健忘遗忘疏忽,NOUN,B1
smide,forging,锻造伪造打铁,NOUN,B2
avstå från,forgo,放弃作罢克制,VERB,B2
bilda koalition,form a coalition,组建联合阵线结盟,VERB,B2
formell underrättelse,formal notice,正式通知书照会,NOUN,B2
formalistisk,formalist,形式主义的形式论的,ADJ,Advanced
tidigare underordnade,former subordinates,旧部前下属部属,NOUN,B2
bedriva otukt,fornicate,通奸私通苟合,VERB,Advanced
övergiva,forsake,抛弃遗弃背弃,VERB,B2
svära sig fri från,forswear,发誓放弃绝弃背誓,VERB,Advanced
främja utveckling,foster,培养收养促进扶植,VERB,B2
regelbrott,foul,犯规违规不正当行为,NOUN,B1
grovkäftad,foul-mouthed,满嘴脏话口出恶言的,ADJ,B2
förberedande kurs,foundation course,大学预科基础课程,NOUN,B2
grundvalar,foundations,基础根基基石,NOUN,B1
fyra extremiteter,four limbs,四肢四足体躯,NOUN,B1
fjärde,fourth,第四号第四位的,NUM,A1
fjäderfä,fowl,家禽禽鸟飞禽,NOUN,B1
foajé,foyer,前厅休息门厅门房,NOUN,B1
bråkdelstecken,fraction marker,分数标记分号,PART,Advanced
bruten,fractured,骨折折断碎裂的,ADJ,B2
referensram,frame of reference,参照系参照框架,NOUN,B2
ramverksmässig,framework-related,框架构架相关的,ADJ,B2
inramning,framing,镶框构图立论框定,NOUN,B2
Frankrike,france,法兰西法国国度,NOUN,A1
bedragare,fraudster,诈骗犯行骗者骗子,NOUN,B2
tära på,fray,磨损磨破使紧张,VERB,B2
fransig,frayed,磨破磨损起毛的,ADJ,B2
köra slut på,frazzle,精疲力竭磨破身心,VERB,Advanced
fräknar,freckles,雀斑斑点雀斑粒,NOUN,A2
fri association,free association,自由联想畅想联结,NOUN,B2
kostnadsfri,free of charge,免费不收费的,ADJ,A2
gratis,free of charge,无偿免费赠予地,ADV,A1
fri vilja,free will,自由意志主观愿望,NOUN,B2
frigivna skyddslingar,freedmen clients,被释奴门客附庸,NOUN,Advanced
färsk och mjuk,fresh soft,鲜嫩嫩软清爽的,ADJ,A2
gräma sig,fret,烦躁苦恼发愁折磨,VERB,B2
stekt,fried,油煎炸炒烹制的,ADJ,A1
väninna,friend female,女性朋友女伴闺蜜,NOUN,A1
vän,friend male,男性朋友男伴挚友,NOUN,A1
vänner,friends,朋友同伴知己伙伴,NOUN,A1
vänligt inställd mot,friends with,与...交好亲善的,ADJ,A2
krås,frill,褶边褶饰繁饰多余花样,NOUN,B2
kroppsvisitera,frisk,搜身欢跳嬉戏打搜,VERB,B2
slösa bort,fritter,挥霍浪费逐渐消耗,VERB,B2
fjanta bort tiden,frivol,轻浮度日虚掷挥霍,VERB,Advanced
krusa håret,frizz,烫卷起卷毛躁卷曲,VERB,B2
klänningsdräkt,frock,罩衫修道袍女连衣裙,NOUN,B2
av sidenbrokad,from brocade,来自织锦所制成,NOUN,B2
från varandra,from each other,彼此分离互相脱离,ADV,B1
