English_Lemma,English_Lemma,Chinese_Lemma,POS,CEFR
expenditure,expenditures,支出,NOUN,B2
expensiveness,expensiveness,昂贵,NOUN,B2
experience,experiences,经历,NOUN,B2
experiential,experiential marker,经验标记,PART,B2
experimentation,experimentation,实验,NOUN,B2
expiration,expiration,到期,NOUN,B2
expletive,expletive,脏话,NOUN,B2
exploit,exploit,功绩,NOUN,B2
exploitable,exploitable,可开发的,ADJ,B2
exploit,exploits,功绩,NOUN,B2
exploratory,exploratory,,ADJ,B2
exportation,exportation,,NOUN,B2
export,exports,,NOUN,B2
express delivery,express delivery,,NOUN,B2
express,to express sympathy,,VERB,B2
expression,expression of opinion,,NOUN,B2
expressionism,expressionism,,NOUN,B2
exquisiteness,exquisiteness,,NOUN,B2
extended reality,extended reality,,NOUN,B2
extension cord,extension cord,,NOUN,B2
extinguishable,extinguishable,,ADJ,B2
extinguished,extinguished listless,,ADJ,B2
extinguishing,extinguishing,,NOUN,B2
extirpation,extirpation,,NOUN,B2
extolling,extolling,,NOUN,B2
extort,extort a confession,,VERB,B2
extra,extra,,ADV,B2
extra drink,extra drink,,NOUN,B2
extramarital,extramarital,,ADJ,B2
extrapolation,extrapolation,,NOUN,B2
extraversion,extraversion,,NOUN,B2
extreme cold,extreme cold,,NOUN,B2
extreme unction,extreme unction,,NOUN,B2
extreme weather,extreme weather,,NOUN,B2
extremism,extremism,,NOUN,B2
extrinsic,extrinsic,,ADJ,B2
extrovert,extrovert,,ADJ,B2
extroverted,extroverted,,ADJ,B2
exuberance,exuberance,,NOUN,B2
exudation,exudation,,NOUN,B2
eye,eye,,PART,B2
eye care,eye-care,,NOUN,B2
eyebrow,eyebrows,,NOUN,B2
eyesight,eyesight,,NOUN,B2
fabricated,fabricated,,ADJ,B2
face,to face,,VERB,B2
face towel,face towel,,NOUN,B2
face veil,face veil,,NOUN,B2
facilitation,facilitation,,NOUN,B2
facticity,facticity,,NOUN,B2
factious,factious,,ADJ,B2
factotum,factotum,,NOUN,B2
fade away,fade away,,VERB,B2
fading away,fading away,,NOUN,B2
faggot,faggot,,NOUN,B2
failing student,failing student,,NOUN,B2
failure to act,failure to act,,NOUN,B2
faint,faint,,NOUN,B2
fair-haired,fair-haired,,ADJ,B2
fairly,fairly,,ADV,B2
fairness,fairness,,NOUN,B2
faithfully,faithfully,,ADV,B2
faithlessness,faithlessness,,NOUN,B2
fake goods,fake goods,,NOUN,B2
倒塌,fall collapse,,NOUN,B2
降临,fall on,,NOUN,B2
谬误的,fallacious,,ADJ,B2
会犯错的,fallible,,ADJ,B2
陷入,falling into,,NOUN,B2
落马,falling off horse,,NOUN,B2
休耕地,fallow land,,NOUN,B2
伪誓,false oath,,NOUN,B2
虚假地,falsely,,ADV,B2
虚假,falseness,,NOUN,B2
可证伪性,falsifiability,,NOUN,B2
篡改,falsification,,NOUN,B2
犹豫的,faltering,,ADJ,B2
家族的,familial,,ADJ,B2
熟悉的,familiar with,,ADJ,B2
家庭的,family,,ADJ,B2
家庭状况,family situation,,NOUN,B2
家庭治疗,family therapy,,NOUN,B2
家庭纽带,family tie,,NOUN,B2
饥肠辘辘,famished,,ADJ,B2
狂热的,fanatical,,ADJ,B2
华丽装饰,fancy decoration,,NOUN,B2
方伟,Fang Wei,,NOUN,B2
幻想,fantasizing,,NOUN,B2
aarschot,farewell banquet,送别宴,NOUN,B2
akkerland,farmland,农田,NOUN,B2
verziend,farsighted,远视的,ADJ,B2
wind,fart,放屁,NOUN,B2
fascistisch,fascist,法西斯的,ADJ,B2
fascist,fascist,法西斯分子,NOUN,B2
modeontwerper,fashion designer,时装设计师,NOUN,B2
modeplaat,fashion plate,时装图,NOUN,B2
vooruitspoelen,fast forward,快进,VERB,B2
fatalistisch,fatalist,宿命论的,ADJ,B2
fatalist,fatalist,宿命论者,NOUN,B2
dodelijk,fatally,致命地,ADV,B2
lotbepalend,fateful,决定性的,ADJ,B2
dikte,fatness,肥胖,NOUN,B2
vetten,fats,脂肪,NOUN,B2
vetzuur,fatty acid,脂肪酸,NOUN,B2
belachelijk,fatuous,愚蠢的,ADJ,B2
fatwa,fatwa,教令,NOUN,B2
kraan,faucet,水龙头,NOUN,B2
defect,faulty,有缺陷的,ADJ,B2
fauvisme,Fauvism,野兽派,NOUN,B2
gunst,favor kindness,恩惠,NOUN,B2
gunstig,favorable,有利的,ADJ,B2
favoriet,favourite,最喜爱的,ADJ,B2
aanhangen aan,to fawn on,奉承,VERB,B2
storen,faze,使不安,VERB,B2
hoogteangst,fear of heights,恐高症,NOUN,B2
onverschrokkenheid,fearlessness,无畏,NOUN,B2
febrile,febrile,发热的,ADJ,B2
feces,feces,粪便,NOUN,B2
fecundity,fecundity,多产,NOUN,B2
fed up,fed up,厌烦的,ADJ,B2
federate,to federate,联邦化,VERB,B2
feeding,feeding,喂养,NOUN,B2
feel,to feel cold,觉得冷,VERB,B2
feel,to feel dizzy,觉得头晕,VERB,B2
feel,to feel to think,觉得,VERB,B2
feeling,feeling emotion love,感情,NOUN,B2
feign,to feign ignorance,装傻,VERB,B2
feign,feigning ignorance,装傻,VERB,B2
feign,feigning youthfulness,装嫩,VERB,B2
felicity,felicity,幸福,NOUN,B2
feline,feline,猫的,ADJ,B2
felt,felt,毛毡,NOUN,B2
female general,female general,女将军,NOUN,B2
female judge,female judge,女法官,NOUN,B2
female neighbor,female neighbor,女邻居,NOUN,B2
female prosecutor,female prosecutor,女检察官,NOUN,B2
female student,female student,女学生,NOUN,B2
female teacher,female teacher,女教师,NOUN,B2
female thief,female thief,女贼,NOUN,B2
female,females,女性,NOUN,B2
feminization,feminization,女性化,NOUN,B2
fender,fender,挡泥板,NOUN,B2
feng shui,feng shui,风水,NOUN,B2
Feng Suige,Feng Suige,冯素娥,NOUN,B2
fennec fox,fennec fox,耳廓狐,NOUN,B2
fenugreek,fenugreek,胡芦巴,NOUN,B2
feral,feral,野生的,ADJ,B2
fermata,fermata,延长记号,NOUN,B2
fermented bean,fermented bean,豆豉,NOUN,B2
fern,fern,蕨类,NOUN,B2
ferociously,ferociously,凶猛地,ADV,B2
ferrule,ferrule,,NOUN,B2
fervent,fervent,,ADJ,B2
fervor,fervor,,NOUN,B2
festival,festivals,,NOUN,B2
festivity,festivity,,NOUN,B2
festoon,to festoon,,VERB,B2
fetid,fetid,,ADJ,B2
fetishism,fetishism,,NOUN,B2
feverish,feverish,,ADJ,B2
fez,fez,,NOUN,B2
fibrous,fibrous,,ADJ,B2
fictionalization,fictionalization,,NOUN,B2
fiddle,fiddle,,NOUN,B2
fiduciary,fiduciary,,ADJ,B2
fief,fief,,NOUN,B2
fieldwork,fieldwork,,NOUN,B2
fiend,fiend,,NOUN,B2
fifth,fifth,,NUM,B2
fig,fig,,NOUN,B2
fig,fig tree,,NOUN,B2
fight,fight back,,VERB,B2
fight,to fight over to vie for,,VERB,B2
fight,fighting,,NOUN,B2
figuratively,figuratively,,ADV,B2
figure,to figure,,VERB,B2
filament,filament,,NOUN,B2
file,to file,,VERB,B2
filibuster,filibuster,,NOUN,B2
filigree,filigree,,NOUN,B2
filing,filings,,NOUN,B2
fill in,to fill in a blank,,VERB,B2
fill,fill pack,,VERB,B2
fillet,fillet,,NOUN,B2
filling,filling,,NOUN,B2
film,to film,,VERB,B2
film,film art,,NOUN,B2
director,film director,,NOUN,B2
studio,film studio,,NOUN,B2
filmmaker,filmmaker,,NOUN,B2
filth,filth garbage,,NOUN,B2
fin,fin,,NOUN,B2
account,final accounts,,NOUN,B2
gathering,final gathering,,NOUN,B2
judgment,final judgment,,NOUN,B2
finality,finality,,NOUN,B2
final,finals,,NOUN,B2
finance,to finance to fund,,VERB,B2
liability,financial liability,,NOUN,B2
loss,financial loss,,NOUN,B2
financially,financially,,ADV,B2
find,find back,,NOUN,B2
find,to find employment,,VERB,B2
find,to find medicine,,VERB,B2
finding,finding comfort in company,,NOUN,B2
Brussels,Brussels,布鲁塞尔的,ADJ,B2
Changle Marquis,Changle Marquis,长乐侯,NOUN,Advanced
Commander Fu,Commander Fu,傅统领,NOUN,Advanced
although,although,尽管,ADP,B1
always have,always have,一直有,VERB,A2
alzheimer's disease,alzheimer's disease,阿尔茨海默病,NOUN,B2
amalgam conflation,amalgam conflation,融合,NOUN,Advanced
amazed,amazed,大为吃惊的,ADJ,B1
amazigh,amazigh,柏柏尔人,NOUN,Advanced
ambient surrounding,ambient surrounding,周围环境的,ADJ,Advanced
ambivalence,ambivalence,矛盾心理,NOUN,Advanced
amended analysis,amended analysis,修订分析,NOUN,Advanced
amended combination,amended combination,修正组合,NOUN,Advanced
amended contingency,amended contingency,修正偶然性,NOUN,Advanced
amended difference,amended difference,修正差异,NOUN,Advanced
amended inference,amended inference,修正推理,NOUN,Advanced
amended necessity,amended necessity,修正必然性,NOUN,Advanced
amended universality,amended universality,修正普遍性,NOUN,Advanced
amendments,amendments,修正案,NOUN,B2
amends,amends,赔偿,NOUN,Advanced
amicable out-of-court,amicable out-of-court,庭外和解的,ADJ,Advanced
amino acid,amino acid,氨基酸,NOUN,B2
among them,among them,其中,ADV,B1
amphitheater lecture hall,amphitheater lecture hall,阶梯教室,NOUN,Advanced
ample loose-fitting,ample loose-fitting,宽松肥大的,ADJ,Advanced
amplitude range,amplitude range,幅度范围,NOUN,Advanced
amused,amused,被逗乐的,ADJ,B1
anacoluthon,anacoluthon,文理不通,NOUN,Advanced
anadiplosis,anadiplosis,顶真,NOUN,Advanced
ancient rootedness,ancient rootedness,古老根源,NOUN,Advanced
ancient temple,ancient temple,古庙,NOUN,B1
and,and,和,NOUN,B1
and you,and you,你呢,NOUN,A1
animal pen,animal pen,牲口圈,NOUN,B2
annual battle,annual battle,年度战役,NOUN,Advanced
annual inspection,annual inspection,年检,NOUN,B2
annual publication,annual publication,年刊,NOUN,B2
another day,another day,改天,NOUN,A2
another time,another time,改次,ADV,A2
anrichtung,anrichtung,备餐台,NOUN,Advanced
anteilung,anteilung,分配比例,NOUN,Advanced
anthem song,anthem song,颂歌,NOUN,B2
anti-actuality,anti-actuality,反现实性,NOUN,Advanced
anti-energy,anti-energy,反能量,NOUN,Advanced
antique,antique,古董,NOUN,B2
antiquities ruins,antiquities ruins,古迹遗址,NOUN,Advanced
antiseptic,antiseptic,防腐剂,NOUN,Advanced
apart from,apart from,除了,VERB,B1
arabized word,arabized word,阿拉伯化词,NOUN,Advanced
arable land,arable land,耕地,NOUN,B2
arbitrary,arbitrary,任意地,ADV,Advanced
archive,archive,档案,NOUN,B2
ardent blazing,ardent blazing,炽热的,ADJ,Advanced
ardent grief,ardent grief,剧痛,NOUN,Advanced
ardent longing,ardent longing,热切渴望,NOUN,Advanced
armed force,armed force,武装部队,NOUN,B2
armed forces,armed forces,军队,NOUN,B2
army escort,army escort,军队护送,NOUN,B2
as,as,同样,NOUN,B1
as everyone knows,as everyone knows,众所周知的,ADJ,B1
as for,as for,至于,ADV,B1
as for,as for,至于,PART,B1
as well as,as well as,以及,SCONJ,B1
at with,at with,在...处,ADP,A2
atrophy,atrophy,萎缩,NOUN,Advanced
attentive listening,attentive listening,倾听,NOUN,B2
aufweisung,aufweisung,指示,NOUN,Advanced
ausforderung,ausforderung,挑战,NOUN,Advanced
ausgestaltung,ausgestaltung,具体安排,NOUN,Advanced
auspicious month,auspicious month,吉月,NOUN,Advanced
auspicious time,auspicious time,吉时,NOUN,Advanced
aussinnung,aussinnung,构想,NOUN,Advanced
auswandel,auswandel,转变,NOUN,Advanced
ausweisung,ausweisung,驱逐,NOUN,Advanced
autumn start,autumn start,立秋,NOUN,B2
award auction,award auction,竞标拍卖,NOUN,Advanced
axis axle,axis axle,车轴,NOUN,Advanced
babble,babble,胡言乱语,VERB,Advanced
backward,backward,落后的,ADJ,B2
barricade,barricade,路障,NOUN,B2
barter,barter,以物易物,VERB,Advanced
basic essential,basic essential,基本的,ADJ,B1
battle none,battle none,无战事,NOUN,Advanced
be honest,be honest,说实话,VERB,A2
be in prison,be in prison,坐牢,VERB,B1
be necessary must,be necessary must,必须,VERB,A2
be skeptical,be skeptical,持怀疑态度,VERB,B2
be vigilant,be vigilant,保持警惕,VERB,B2
be visible,be visible,显现,VERB,B1
becoming,becoming,形成,NOUN,Advanced
behavioral,behavioral,行为的,ADJ,B2
benahme,benahme,行为举止,NOUN,Advanced
beteilung,beteilung,参与,NOUN,Advanced
big lout,big lout,粗汉,NOUN,Advanced
birds chirping,birds chirping,鸟鸣,NOUN,B1
birthday banquet,birthday banquet,寿宴,NOUN,B2
bitter quarrel,bitter quarrel,激烈争吵,NOUN,B2
bizarre,bizarre,奇异之物,NOUN,B2
blacksmith shop,blacksmith shop,铁匠铺,NOUN,Advanced
blaze,blaze,烈火,NOUN,B2
blazing ardor,blazing ardor,烈火般热情,NOUN,Advanced
blind person,blind person,盲人,NOUN,A2
blissful wellbeing,blissful wellbeing,幸福安康,NOUN,Advanced
blood then,blood then,血色,NOUN,Advanced
bloom of youth,bloom of youth,青春焕发,NOUN,Advanced
blossoming ripening,blossoming ripening,开花结果,NOUN,Advanced
blow beating,blow beating,痛打,NOUN,Advanced
blow of fate,blow of fate,命运的打击,NOUN,Advanced
blowing sand,blowing sand,扬沙,NOUN,B2
bolster,bolster,支持,VERB,B2
botched job,botched job,拙劣工作,NOUN,Advanced
both,both,两者的,ADJ,A1
bottom out,bottom out,见底,NOUN,B2
box can,box can,铁盒,NOUN,B1
breaker cutter,breaker cutter,碎料机,NOUN,Advanced
breakthrough,breakthrough,突破,NOUN,B2
bridle,bridle,缰绳,NOUN,Advanced
bringing him,bringing him,带他来,NOUN,B1
broad and profound,broad and profound,博大精深的,ADJ,Advanced
brocade,brocade,锦缎,PART,Advanced
brooding,brooding,沉思,NOUN,Advanced
brook,brook,容忍,VERB,Advanced
brother,brother,兄弟,PART,A1
brotherly heart,brotherly heart,兄弟情谊,NOUN,Advanced
brought back,brought back,带回,NOUN,B1
building upon,building upon,在此基础上,ADV,Advanced
bulletproof,bulletproof,防弹衣,NOUN,B2
burlesque,burlesque,滑稽戏,NOUN,Advanced
burrow,burrow,掘洞,VERB,Advanced
bursting forth,bursting forth,喷发,NOUN,Advanced
busy telephone line,busy telephone line,占线,VERB,B1
but difficult,but difficult,困难之处,NOUN,B2
but this,but this,然而这,NOUN,B1
but-for,but-for,条件关系,NOUN,Advanced
buy foreign exchange,buy foreign exchange,购汇,VERB,B2
buying and selling,buying and selling,买卖,NOUN,B1
by,by,被,AUX,A2
by analogy with,by analogy with,类比地,ADV,Advanced
by chance,by chance,偶然的,ADJ,B1
by doing,by doing,通过做,SCONJ,B1
by means of,by means of,借由,NOUN,B2
by month,by month,按月,NOUN,B1
by telephone,by telephone,电话的,ADJ,A2
by year,by year,按年,NOUN,B1
bypass,bypass,旁路,NOUN,B2
campus-like,campus-like,校园风格的,ADJ,B2
can cure,can cure,能治愈,NOUN,B2
can jar,can jar,玻璃罐,NOUN,B1
can may,can may,可以,AUX,A1
can still,can still,仍可以,AUX,A2
can to be able to,can to be able to,能够,AUX,A1
can't help doing sth,can't help doing sth,忍不住,ADV,B1
canal belt,canal belt,运河带,NOUN,B2
cannot afford,cannot afford,负担不起,VERB,B1
cannot be quiet,cannot be quiet,不得安宁,NOUN,B2
cannot reach,cannot reach,够不着,VERB,A2
cargo rest,cargo rest,货物余量,NOUN,Advanced
carp,carp,吹毛求疵,VERB,Advanced
carrying in,carrying in,搬入,NOUN,B1
catch thief,catch thief,捉贼,NOUN,B1
cell phone ringing,cell phone ringing,手机铃声,NOUN,A2
censure,censure,谴责,VERB,Advanced
ceremony complete,ceremony complete,礼成,NOUN,B2
cessation passing,cessation passing,终止消逝,NOUN,Advanced
chase fast,chase fast,快追,NOUN,B1
chastity probity,chastity probity,贞洁正直,NOUN,Advanced
check him,check him,查验他,NOUN,B1
cheerful-faced,cheerful-faced,喜气洋洋的,ADJ,B2
chisel,chisel,凿子,NOUN,Advanced
churn skin,churn skin,皮袋,NOUN,Advanced
circumstantial accusative,circumstantial accusative,状语宾格,NOUN,Advanced
circus,circus,马戏团的,ADJ,B1
claim damages,claim damages,要求赔偿,VERB,Advanced
clarity evidentness,clarity evidentness,清晰明了,NOUN,Advanced
clash,clash,冲突,NOUN,B2
class nature,class nature,阶级性,NOUN,Advanced
classicist,classicist,古典主义的,ADJ,Advanced
classifier for trips,classifier for trips,趟,NUM,B1
classifier for vehicles,classifier for vehicles,辆,NUM,B1
clear as day,clear as day,一清二楚的,ADJ,B2
clear justice,clear justice,公道,NOUN,B2
clearing of the throat,clearing of the throat,清嗓子,NOUN,B2
clog,clog,堵塞,VERB,B2
cloister,cloister,回廊,NOUN,Advanced
close well,close well,关好,NOUN,B1
cloud,cloud,云朵的,ADJ,B1
club blow,club blow,棍击,NOUN,Advanced
cluster,cluster,群,NOUN,B2
coastal,coastal,沿海地区,NOUN,B2
coating plaster,coating plaster,抹灰涂层,NOUN,Advanced
coil,coil,线圈,NOUN,B2
coincidence of ideas,coincidence of ideas,不谋而合,NOUN,Advanced
cold arrow,cold arrow,暗箭,NOUN,Advanced
cold hands,cold hands,手冷,NOUN,A2
cold weather,cold weather,寒冷天气,NOUN,A2
collateral,collateral,抵押品,NOUN,Advanced
colloquial language,colloquial language,口语,NOUN,B2
colonial settlers,colonial settlers,殖民定居者,NOUN,Advanced
come and take,come and take,来取,NOUN,B1
comfortable tranquility,comfortable tranquility,惬意安宁,NOUN,Advanced
coming-of-age attire,coming-of-age attire,成人礼服,NOUN,Advanced
commanding presence,commanding presence,威严气魄,NOUN,Advanced
compact,compact,紧凑的,ADJ,B2
comparative weighing,comparative weighing,权衡比较,NOUN,Advanced
completed-action particle,completed-action particle,了,PART,B1
conditioning adaptation air conditioning,conditioning adaptation air conditioning,空调适应,NOUN,Advanced
confiding,confiding,倾诉,NOUN,Advanced
confused,confused,困惑地,ADV,B1
considerable,considerable,相当数量,NOUN,Advanced
consort,consort,结交,VERB,Advanced
contemporary,contemporary,当代的,ADJ,B2
cooler coolant,cooler coolant,冷却液,NOUN,Advanced
cosmetic,cosmetic,化妆品,NOUN,B2
could it be that,could it be that,难道,ADV,B1
council-related,council-related,委员会相关的,ADJ,B2
count,count,伯爵,NOUN,B2
countenance,countenance,赞同,VERB,Advanced
counter clerk,counter clerk,柜台职员,NOUN,B1
counter-art,counter-art,反艺术,NOUN,Advanced
counter-body,counter-body,对应物,NOUN,Advanced
counter-cause,counter-cause,反因,NOUN,Advanced
counter-class,counter-class,反阶级,NOUN,Advanced
counter-criterion,counter-criterion,反标准,NOUN,Advanced
counter-grade,counter-grade,反等级,NOUN,Advanced
counter-level,counter-level,对应层次,NOUN,Advanced
counter-number,counter-number,对应数字,NOUN,Advanced
counter-path,counter-path,相反路径,NOUN,Advanced
counter-price,counter-price,对应价格,NOUN,Advanced
counter-process,counter-process,反过程,NOUN,Advanced
counter-standard,counter-standard,反标准,NOUN,Advanced
counter-step,counter-step,对应步骤,NOUN,Advanced
counter-strategy,counter-strategy,应对策略,NOUN,Advanced
counter-thought,counter-thought,对立思想,NOUN,Advanced
counter-trace,counter-trace,反向痕迹,NOUN,Advanced
counter-track,counter-track,反向轨迹,NOUN,Advanced
counter-value,counter-value,等值,NOUN,Advanced
counter-work,counter-work,反向工作,NOUN,Advanced
counterclaim,counterclaim,提出反诉,VERB,Advanced
counterfeit,counterfeit,伪造,VERB,Advanced
court and country,court and country,朝野,NOUN,Advanced
coward,coward,胆小的,ADJ,B1
crash bang,crash bang,轰响,NOUN,B2
cunning,cunning,狡猾的,ADJ,B2
curable,curable,可治愈者,NOUN,Advanced
current times,current times,当今时代,NOUN,B2
curve,curve,曲线,NOUN,B1
cushion,cushion,靠垫,NOUN,B1
customs,customs,海关的,ADJ,B1
cykel,cykel,自行车,NOUN,B1
damn,damn,该死的,ADJ,B2
dart,dart,飞奔,VERB,B2
dash,dash,猛冲,VERB,B2
dazed one,dazed one,茫然者,NOUN,Advanced
dead person,dead person,死者,NOUN,A2
deaf person,deaf person,聋人,NOUN,A2
death warrior,death warrior,死士,NOUN,Advanced
debris rubble,debris rubble,瓦砾残骸,NOUN,Advanced
declamatory style,declamatory style,朗诵体风格,NOUN,Advanced
decline setting,decline setting,日暮西山,NOUN,Advanced
decomposition degradation,decomposition degradation,分解退化,NOUN,Advanced
decorous modesty,decorous modesty,端庄谦虚,NOUN,Advanced
dejta,dejta,约会,VERB,B1
deserving,deserving,应得者,NOUN,Advanced
desolate,desolate,荒凉的,ADJ,B2
desolate loneliness,desolate loneliness,凄清孤寂,NOUN,Advanced
detective force,detective force,侦缉队,NOUN,B2
determinist,determinist,决定论的,ADJ,Advanced
development works,development works,开发工程,NOUN,B2
development zone,development zone,开发区,NOUN,B2
device system,device system,设备系统,NOUN,B2
devotional humility,devotional humility,虔诚谦恭,NOUN,Advanced
devotional worship,devotional worship,虔敬崇拜,NOUN,Advanced
difficult to handle,difficult to handle,难处,NOUN,B2
difficulty resolution,difficulty resolution,排难,NOUN,Advanced
diffusion spread,diffusion spread,扩散蔓延,NOUN,Advanced
discharge,discharge,排放,VERB,B2
disdain,disdain,鄙视,NOUN,Advanced
disgust,disgust,厌恶,NOUN,B2
disjoint,disjoint,不相交的,ADJ,Advanced
displaced person,displaced person,流离失所者,NOUN,Advanced
dispute,dispute,争端,VERB,B2
disputed case,disputed case,争议案件,NOUN,B2
dissent,dissent,异议,NOUN,Advanced
districting,districting,区域划分,NOUN,Advanced
distrust,distrust,不信任,NOUN,B2
divine physician,divine physician,神医,NOUN,B2
divine reward,divine reward,神赏,NOUN,Advanced
divine trial,divine trial,神意考验,NOUN,Advanced
do not,do not,别,PART,A1
do one's best,do one's best,全力以赴,NOUN,A2
don't give a fuck,don't give a fuck,满不在乎的,ADJ,Advanced
down to,down to,直至,SCONJ,B2
doze,doze,打瞌睡,VERB,B2
dreamy dreamer,dreamy dreamer,做白日梦的,ADJ,B2
dredge,dredge,疏浚,VERB,Advanced
dried curd,dried curd,奶疙瘩,NOUN,Advanced
dried cured,dried cured,风干腌制的,ADJ,B2
dried meat,dried meat,肉干,NOUN,B1
drug medication,drug medication,药品,NOUN,B1
dying without,dying without,死不瞑目,NOUN,Advanced
dynamic,dynamic,充满活力的,ADJ,B2
each,each,每人,NOUN,A2
early,early,早期,NOUN,B1
easy defense,easy defense,易守,NOUN,B2
eating habit,eating habit,饮食习惯,NOUN,A2
eccentric,eccentric,怪人,NOUN,Advanced
economic climate,economic climate,经济形势,NOUN,B2
educational background,educational background,学历,NOUN,B1
effect and traces,effect and traces,成效与踪迹,NOUN,Advanced
einerziehung,einerziehung,纳入培育,NOUN,Advanced
eingabe,eingabe,意见书,NOUN,Advanced
einnahme,einnahme,收入,NOUN,Advanced
einsprache,einsprache,异议,NOUN,Advanced
einteilung,einteilung,划分,NOUN,Advanced
einweisung,einweisung,指导介绍,NOUN,Advanced
einwirkung,einwirkung,影响,NOUN,Advanced
elbow,elbow,肘部,NOUN,B1
electoralist,electoralist,选举至上主义的,ADJ,Advanced
electric,electric,电动车,NOUN,B1
emergence emanation,emergence emanation,显现流出,NOUN,Advanced
enamel,enamel,搪瓷,NOUN,Advanced
enclosure pen,enclosure pen,围栏圈,NOUN,B2
encore,encore,加演,NOUN,Advanced
end of the working day,end of the working day,下班时间,NOUN,B1
end of the year,end of the year,年底,NOUN,A2
endeavor,endeavor,竭力,VERB,Advanced
endemic disease,endemic disease,地方病,NOUN,Advanced
enduring hardship,enduring hardship,吃苦耐劳,NOUN,B2
enemy army,enemy army,敌军,NOUN,B1
engine motor,engine motor,发动机马达,NOUN,B1
enough okay,enough okay,尚可的,ADJ,A2
enslavement by love,enslavement by love,为情所困,NOUN,Advanced
entering city,entering city,进城,NOUN,A2
equivalent,equivalent,等价物,NOUN,B2
erfahrt,erfahrt,经验经历,NOUN,Advanced
erweisung,erweisung,证实,NOUN,Advanced
erzregelung,erzregelung,最高规则,NOUN,Advanced
eternally receive,eternally receive,永受,NOUN,Advanced
eternity without beginning,eternity without beginning,无始之永恒,NOUN,Advanced
eternity without end,eternity without end,无终之永恒,NOUN,Advanced
even me,even me,连我,NOUN,A2
even pulse,even pulse,平脉,NOUN,Advanced
evening chat,evening chat,夜话,NOUN,B2
evening gathering,evening gathering,晚会,NOUN,B1
evening night,evening night,夜晚,NOUN,A1
evening party,evening party,晚会,NOUN,A2
eventual outcome,eventual outcome,最终结果,NOUN,B2
every day,every day,每天,NOUN,A1
everyday family life,everyday family life,家常生活,NOUN,B1
everyone gives their own view,everyone gives their own view,各抒己见,NOUN,B2
evil,evil,邪恶,PART,B1
evil move,evil move,恶招,NOUN,Advanced
exam to take an exam,exam to take an exam,考试,NOUN,A1
except unless,except unless,除非,ADP,B1
exchange money,exchange money,兑换外币,NOUN,A2
excise,excise,切除,VERB,Advanced
expert opinion,expert opinion,专家意见,NOUN,B2
failing an exam,failing an exam,落榜,NOUN,B1
fake and inferior,fake and inferior,假冒伪劣的,ADJ,B2
family has,family has,家有,NOUN,A2
famous catcher,famous catcher,名捕,NOUN,Advanced
father and daughter,father and daughter,父女,NOUN,A2
to abschweifen,to abschweifen,离题,VERB,Advanced
to abtrocken,to abtrocken,擦干,VERB,B1
to amnesty,to amnesty,特赦,VERB,Advanced
to annex,to annex,吞并,VERB,Advanced
to avail oneself of,to avail oneself of,利用,ADP,Advanced
to ban,to ban,明令禁止,VERB,B1
to be absent-minded,to be absent-minded,心不在焉,VERB,B2
to be allergic,to be allergic,过敏,VERB,B1
to be content,to be content,满足,VERB,B1
to be dissonant,to be dissonant,不协调,VERB,Advanced
to be equivalent,to be equivalent,等同于,VERB,B2
to be fortunate,to be fortunate,幸运,VERB,B1
to be full of,to be full of,充满,VERB,A2
to be good for,to be good for,有益于,VERB,A2
to be grandiloquent,to be grandiloquent,说大话,VERB,Advanced
to be happy,to be happy,高兴,VERB,A1
to be heedless,to be heedless,不加留心,VERB,Advanced
to be here,to be here,在这里,VERB,A1
to be in,to be in,在家,VERB,A1
to be in position,to be in position,就位,VERB,B1
to be liable,to be liable,有责任,VERB,B2
to be not,to be not,不是,VERB,A1
to be on person,to be on person,随身携带,VERB,B1
to be shy,to be shy,害羞,VERB,A2
to be sleepy,to be sleepy,困倦,VERB,A2
to be unable,to be unable,无法,VERB,B1
to be unnecessary,to be unnecessary,没有必要,VERB,B1
to be unworthy,to be unworthy,不相称,VERB,B2
to be valid,to be valid,有效,VERB,B1
to be willing,to be willing,乐意,VERB,B1
to be with,to be with,陪伴,VERB,A2
to be worthy,to be worthy,值得,VERB,B1
to become bold,to become bold,壮胆,VERB,B2
to become gangrenous,to become gangrenous,发生坏疽,VERB,Advanced
to become minister,to become minister,拜相,VERB,Advanced
to become poor,to become poor,变穷,VERB,B1
to behave rudely,to behave rudely,举止粗鲁,VERB,B2
to boast,to boast,自夸,VERB,B2
to call name,to call name,点名,VERB,A2
to call to contact,to call to contact,致电联系,VERB,B1
to caper,to caper,雀跃,VERB,Advanced
to caress,to caress,爱抚,VERB,Advanced
to complement,to complement,补充,VERB,B2
to console,to console,安抚,VERB,Advanced
to consummate,to consummate,圆房,VERB,Advanced
to convict,to convict,定罪,VERB,B2
to correspond,to correspond,符合,VERB,B2
to creak,to creak,嘎吱作响,VERB,B2
to crouch,to crouch,蹲下,VERB,B2
to cuddle,to cuddle,拥抱,VERB,B2
to daze,to daze,使发昏,VERB,Advanced
to delegate,to delegate,委派,VERB,B2
to diffuse,to diffuse,扩散,VERB,Advanced
to disarray,to disarray,使混乱,VERB,Advanced
to disconsole,to disconsole,使沮丧,VERB,Advanced
to discredit,to discredit,败坏名声,VERB,Advanced
to dislike,to dislike,不喜欢,VERB,A2
to dismay,to dismay,使气馁,VERB,Advanced
to dispatch,to dispatch,派遣,VERB,B2
