Dutch_Lemma,English_Lemma,Chinese_Lemma,POS,CEFR
top,cusp,尖端,NOUN,B2
gewoonterecht,customary law,习惯法,NOUN,B2
douane,customs,海关,ADJ,B2
opsnijden,to cut up,切碎,VERB,B2
cutaan,cutaneous,,ADJ,B2
kotelet,cutlet,肉排,NOUN,B2
cybernetica,cybernetics,控制论,NOUN,B2
cyborg,cyborg,赛博格,NOUN,B2
fietsen,cycling,骑行,NOUN,B2
doppen,dab,轻拍,VERB,B2
spoeien,dabble,涉猎,VERB,B2
dackie,dachshund,腊肠犬,NOUN,B2
vader,dad father,父亲,NOUN,B2
dagelijks,daglig,日常的,ADJ,B2
dagblad,daily,日报,NOUN,B2
dagelijkse toename,daily increase,日增,NOUN,B2
dagelijkse benodigdheden,daily necessities,日用品,NOUN,B2
dagloon,daily wage,日薪,NOUN,B2
zuivel,dairy,乳制品的,ADJ,B2
dweilen,dally,耽搁,VERB,B2
dammen,to dam up,筑坝,VERB,B2
damast,damask,锦缎,NOUN,B2
dam,damm,水坝,NOUN,B2
verdomme,damn,该死,NOUN,B2
demping,damping,阻尼,NOUN,B2
dansvloer,dance floor,舞池,NOUN,B2
klokje,dandelion,蒲公英,NOUN,B2
wiegen,dandle,哄,VERB,B2
roos,dandruff,头皮屑,NOUN,B2
hangen,dangle,悬挂,VERB,B2
darbuka,darbuka,达布卡鼓,NOUN,B2
durven,dare not,不敢,VERB,B2
durven,to dare to,敢于,VERB,B2
verwoesting,dare to ruin,冒险破坏,NOUN,B2
dapper,daring bold,大胆,ADJ,B2
donkerblauw,dark blue,深蓝,ADJ,B2
diepte,dark depths,深渊,NOUN,B2
donker,dark-colored,深色的,ADJ,B2
nacht,darkness of night,夜色,NOUN,B2
lief,darling,亲爱的,ADJ,B2
verdomd,darn,该死的,ADJ,B2
dopen,darn,缝补,VERB,B2
pijl,dart,飞镖,NOUN,B2
stoten,dart,猛冲,VERB,B2
haast,dash,冲刺,NOUN,B2
haasten,dash,冲,VERB,B2
haast,dashing,冲刺,NOUN,B2
datalek,data leak,数据泄露,NOUN,B2
gegevensbescherming,data protection,数据保护,NOUN,B2
dadel,dates,椰枣,NOUN,B2
smeren,daub,涂抹,VERB,B2
schoondochter,daughter-in-law,儿媳,NOUN,B2
vrije dag,day off,休息日,NOUN,B2
dagschool,day school,走读学校,NOUN,B2
dageraad,daybreak,破晓,NOUN,B2
dagdroom,daydream,白日梦,NOUN,B2
dagdromen,daydreaming,白日梦,NOUN,B2
duizeligheid,daze,眩晕,NOUN,B2
duizelig,dazed,眩晕的,ADJ,B2
verblind,dazzled,眩目的,ADJ,B2
feitelijk,de facto,事实上的,ADJ,B2
de-escalatie,de-escalation,降级,NOUN,B2
diaken,deacon,执事,NOUN,B2
deactiveren,to deactivate,停用,VERB,B2
lijf,dead body,尸体,NOUN,B2
dode,dead person,死者,NOUN,B2
doodmaken,deaden,致死,VERB,B2
doodloop,deadlock,,NOUN,B2
doofheid,deafness,耳聋,NOUN,B2
deals,deals,协议,NOUN,B2
dierbare,dear,亲爱的,NOUN,B2
doodrasselen,death rattle,临终喉声,NOUN,B2
doden,deaths,死者,NOUN,B2
devaluatie,debasement,,NOUN,B2
verleiden,debauch,腐化,VERB,B2
verzwakken,debilitate,削弱,VERB,B2
debiteren,debit,借记,VERB,B2
debriefen,debrief,简报,VERB,B2
schroot,debris,,NOUN,B2
puin,debris rubble,瓦砾,NOUN,B2
debuggen,debug,调试,VERB,B2
ontmaskeren,debunk,揭穿,VERB,B2
decaloog,decalogue,十诫,NOUN,B2
decamperen,decamp,撤离,VERB,B2
onthoofden,decapitate,斩首,VERB,B2
verrotten,decay,腐烂,VERB,B2
overlijden,decease,去世,NOUN,B2
bedrogen,deceived,受骗的,ADJ,B2
decelereren,decelerate,减速,VERB,B2
gedecentraliseerd,decentralized,去中心化的,ADJ,B2
decimaal,decimal,十进制的,ADJ,B2
decimeren,decimate,歼灭,VERB,B2
ontcijfering,deciphering,破译,NOUN,B2
dek,deck,甲板,NOUN,B2
declarant,declarant,声明者,NOUN,B2
declaratief,declarative,声明性的,ADJ,B2
zich verklaaren,to declare oneself,表明立场,VERB,B2
oorlog verklaren,declare war,宣战,VERB,B2
declinatie,declension,变格,NOUN,B2
decodering,decoding,解码,NOUN,B2
uitschakelen,decommission,退役,VERB,B2
decompensatie,decompensation,失代偿,NOUN,B2
ontleed,decomposed,分解的,ADJ,B2
ontleding,decomposition,分解,NOUN,B2
deconcentratie,deconcentration,去集中,NOUN,B2
ontwijden,deconsecrate,世俗化,VERB,B2
ontsmetten,decontaminate,去污,VERB,B2
decontextualiseren,to decontextualize,去语境化,VERB,B2
beschaafd,decorous,,ADJ,B2
bescheidenheid,decorous modesty,谦逊,NOUN,B2
aas,decoy,诱饵,NOUN,B2
afnemend,decreasing,减少的,ADJ,B2
punten aftrekken,deduct points,扣分,VERB,B2
aftrekkingen,deductions,扣除,NOUN,B2
rekenen,deem,认为,VERB,B2
diepe liefde,deep love,深爱,NOUN,B2
diepe maat,deep measure,深度,NOUN,B2
diepzee technologie,deep sea technology,深海技术,NOUN,B2
diep denken,deep thought,深思,NOUN,B2
diepgeworteld,deep-rooted,根深蒂固的,ADJ,B2
diep ingrijpend,deeply profoundly,深刻地,ADV,B2
beschadigen,deface,污损,VERB,B2
lasterlijk,defamatory,诽谤性的,ADJ,B2
defamiliarisering,defamiliarization,陌生化,NOUN,B2
verslagen generaal,defeated general,败将,NOUN,B2
defaitistisch,defeatist,失败主义的,ADJ,B2
naar de vijand defecteren,defect to the enemy,投敌,VERB,B2
defectie,defection,叛逃,NOUN,B2
zich verdedigen,to defend oneself,自卫,VERB,B2
verdedigingsuitvoering,defense deployment,防御部署,NOUN,B2
verdediger,defense lawyer,辩护律师,NOUN,B2
toewijgend,deferential,顺从的,ADJ,B2
deficitair,deficitary,赤字的,ADJ,B2
ontheiligen,defile,玷污,VERB,B2
definieerbaar,definable,可定义的,ADJ,B2
leeggetrokken,deflated,放气的,ADJ,B2
deflationair,deflationary,通缩的,ADJ,B2
afleiden,deflect,偏转,VERB,B2
ontmaagden,deflower,破处,VERB,B2
ontbladen,defoliate,脱叶,VERB,B2
ontbossen,deforest,砍伐森林,VERB,B2
gedoofd,defunct,已停办的,ADJ,B2
vernederend,degrading,侮辱性的,ADJ,B2
ontvetten,degrease,去油,VERB,B2
diploma,degree graduation,学位毕业,NOUN,B2
passingsgraad,degree of fit,适合度,NOUN,B2
de-growth,degrowth,去增长,NOUN,B2
ontmenselijken,dehumanize,非人化,VERB,B2
ontwateren,dehydrate,脱水,VERB,B2
ontdooien,deice,除冰,VERB,B2
vergoddelijking,deification,神化,NOUN,B2
del,del,德尔,NOUN,B2
vertragen,to delay to take long,拖延,VERB,B2
bevoegdheidsdelegatie,delegation of authority,授权,NOUN,B2
delegitimiseren,to delegitimize,去合法化,VERB,B2
verwijderen,to delete to remove,删除,VERB,B2
schadelijk,deleterious,有害的,ADJ,B2
verwijdering,deletion,删除,NOUN,B2
gesneden vlees,deli meats,熟食肉,NOUN,B2
opzettelijk,deliberatively,蓄意地,ADV,B2
lekker,delicious tasty,美味,ADJ,B2
lekkerheid,deliciousness,美味,NOUN,B2
afbakening,delimitation,划定,NOUN,B2
deliquesceren,deliquesce,潮解,VERB,B2
schenken,to deliver to give as gift,赠送,VERB,B2
uitgeven,to deliver to issue,发行,VERB,B2
uitgifte,deliverance issuance,发行,NOUN,B2
bezorger,delivery person,送货员,NOUN,B2
ontluizen,delouse,除虱,VERB,B2
delta,delta,三角洲,NOUN,B2
bedriegen,delude,欺骗,VERB,B2
zich bedriegen,to delude oneself,自欺,VERB,B2
graven,delve,挖掘,VERB,B2
demagogisch,demagogic,蛊惑人心,ADJ,B2
demagoog,demagogue,煽动者,NOUN,B2
eisenactivisme,demand-based activism,诉求行动,NOUN,B2
verlagen,demean,贬低,VERB,B2
verdommen,dement,使痴呆,VERB,B2
demijohn,demijohn,大酒瓶,NOUN,B2
demobiliseren,demobilize,复员,VERB,B2
duivel,demon devil,魔鬼,NOUN,B2
demonisch,demonic,恶魔般,ADJ,B2
demonisering,demonization,妖魔化,NOUN,B2
demonen,demons,恶魔,NOUN,B2
aantonbaar,demonstrable,可证明,ADJ,B2
demonstrant,demonstrator,示威者,NOUN,B2
demoralisering,demoralization,士气低落,NOUN,B2
demoten,demote,降级,VERB,B2
bezwaren,demur,反对,VERB,B2
demystificeren,demystify,破除神秘,VERB,B2
denationaliseren,denationalize,取消国有化,VERB,B2
denimjas,denim jacket,牛仔夹克,NOUN,B2
denominatie,denomination,教派,NOUN,B2
noemer,denominator,分母,NOUN,B2
verdichten,to densify,使致密,VERB,B2
tandheelkundig,dental,牙科的,ADJ,B2
kaal maken,denude,,VERB,B2
ontgeuren,deodorize,除臭,VERB,B2
deontologie,deontology,义务论,NOUN,B2
afdelingsdirecteur,department director,部门主任,NOUN,B2
afhankelijke passiviteit,dependent passivity,依赖被动性,NOUN,B2
depersonaliseren,to depersonalize,去人格化,VERB,B2
uitputten,deplete,耗尽,VERB,B2
uitputting,depletion,耗竭,NOUN,B2
uitrollen,to deploy unfold,展开,VERB,B2
deponeren,depone,存放,VERB,B2
ontvolking,depopulation,人口减少,NOUN,B2
afgezet,deposed,被废黜的,ADJ,B2
storten,to deposit money,存款,VERB,B2
depositioneel,depositional,沉积的,ADJ,B2
afzettingen,deposits,沉积物,NOUN,B2
afkeuren,deprecate,贬低,VERB,B2
afkeuring,deprecation,贬抑,NOUN,B2
plunderen,depredate,掠夺,VERB,B2
plundering,depredation,掠夺,NOUN,B2
drukkerend,depressing,令人沮丧的,ADJ,B2
deputeren,depute,委派,VERB,B2
deputeren,to deputize,授权,VERB,B2
ontwortelen,deracinate,连根拔起,VERB,B2
ontsporing,derailment,脱轨,NOUN,B2
verstoren,derange,使紊乱,VERB,B2
derby,derby,德比,NOUN,B2
dereguleren,deregulate,解除管制,VERB,B2
deregulering,deregulation,解除管制,NOUN,B2
verwaarlozing,dereliction,玩忽职守,NOUN,B2
belachen,deride,嘲笑,VERB,B2
spot,derision mockery,嘲笑,NOUN,B2
afleiding,derivation,推导,NOUN,B2
dermaal,dermal,皮肤的,ADJ,B2
afdoening,derogation,贬低,NOUN,B2
afdoend,derogatory,贬低的,ADJ,B2
ontzouting,desalination,脱盐,NOUN,B2
varieëren,descant,变奏,VERB,B2
afstammen,descend from,源自,VERB,B2
afdaligen,descend go down,走下,VERB,B2
nabooten,descendants,后代,NOUN,B2
afdalend,descending,下降的,ADJ,B2
beschrijvendheid,descriptiveness,描述性,NOUN,B2
opmerken,descry,发现,VERB,B2
ontheiligen,desecrate,亵渎,VERB,B2
ontheiliging,desecration,亵渎,NOUN,B2
ontzegregeren,desegregate,消除隔离,VERB,B2
deserteur,deserter,逃兵,NOUN,B2
verwoestijnen,to desertify,荒漠化,VERB,B2
verdiendheid,deserving,应得,NOUN,B2
drogenmiddel,desiccant,干燥剂,NOUN,B2
drogen,desiccate,干燥,VERB,B2
drying,desiccation,干燥,NOUN,B2
begeerlijk,desirous,渴望的,ADJ,B2
ladekast,desk chest of drawers,五斗橱,NOUN,B2
verwoesten,to desolate,使荒凉,VERB,B2
eenzaamheid,desolate loneliness,孤独,NOUN,B2
despereren,to despair,,VERB,B2
verzenden,despatch,,VERB,B2
ondanks,despite,,NOUN,B2
verwoesting,despoliation,,NOUN,B2
despereren,despond,,VERB,B2
wanhoop,despondency,,NOUN,B2
despotisch,despotic,,ADJ,B2
schilfering,desquamation,,NOUN,B2
bestemmen,destine,,VERB,B2
verarmd,destitute,,ADJ,B2
vernietigen,to destroy,,NOUN,B2
vernietigd,destroyed,,ADJ,B2
vernietiger,destroyer,,NOUN,B2
losmaakbaar,detachable,,ADJ,B2
details,details,,NOUN,B2
detector,detector,,NOUN,B2
afschrikken,deter,,VERB,B2
determinant,determinant,,NOUN,B2
determinist,determinist,,ADJ,B2
kritieker,detractor,,NOUN,B2
Afrikaans,African,非洲的,ADJ,A2
kerstavonddiner,Christmas Eve dinner,平安夜晚餐,NOUN,B1
doe-het-zelf,DIY,自己动手,NOUN,B1
DNA,DNA,脱氧核糖核酸,NOUN,B1
ecg,ECG,心电图,NOUN,B2
Frans,French,法国的,ADJ,A1
Frans,French language,法语,NOUN,A1
verfransing,Frenchification,法语化,NOUN,Advanced
Gnawa,Gnawa,格纳瓦,NOUN,Advanced
Hassaniya-Arabisch,Hassaniya Arabic,哈桑尼亚阿拉伯语,NOUN,Advanced
IT-gerelateerd,IT-related,IT相关的,ADJ,B2
oudewijvenzomer,Indian summer,晚秋暖阳,NOUN,B2
internet der dingen,Internet of Things,物联网,NOUN,B2
islamitische jurisprudentie,Islamic jurisprudence,伊斯兰教法学,NOUN,Advanced
sharia,Islamic law,伊斯兰教法,NOUN,B2
Jodenbuurt,Jewish quarter,犹太区,NOUN,B2
Lantaarnfeest,Lantern Festival,元宵节,NOUN,B2
Maghrebijns,Maghrebi,马格里布的,ADJ,B2
Mandarijn,Mandarin,普通话,NOUN,B1
Maria,Mary,玛利亚,NOUN,A2
Melkweg,Milky Way,银河,NOUN,B1
Ministerie van Justitie,Ministry of Justice,司法部,NOUN,B1
abstract,abstract,抽象的,ADJ,B2
zuur,acid,酸,NOUN,B1
aerodynamica,aerodynamics,空气动力学,NOUN,B2
luchtvaartkundig,aeronautical,航空的,ADJ,B2
esthetische smaak,aesthetic taste,审美情趣,NOUN,Advanced
geaffecteerdheid,affected speech,矫揉造作的言语,NOUN,Advanced
gemaakt gedrag,affectedness,矫揉造作,NOUN,Advanced
beëdigde verklaring,affidavit,宣誓书,NOUN,Advanced
affiniteit,affinity,密切关系,NOUN,B2
bevestigend,affirmative,肯定的,ADJ,B2
affix,affix,词缀,NOUN,Advanced
welvarend,affluent,富裕的,ADJ,B2
zich veroorloven,afford,买得起,VERB,B1
angst,afraid,害怕,NOUN,A2
daarna,after,之后,ADV,A1
per slot van rekening,after all just,终究只是,ADV,B1
nasleep,aftermath,后果,NOUN,B2
nasmaak,aftertaste,余味,NOUN,B1
ertegen,against it,反对它,ADV,A2
agendapunt,agenda item,议程项目,NOUN,B1
agglomeraat,agglomerate,聚集体,NOUN,Advanced
vergroting,aggrandizement,扩大,NOUN,Advanced
verzwaard,aggravated,加重的,ADJ,B2
verzwarend,aggravating,加剧的,ADJ,B2
aggregaat,aggregate,总计,NOUN,B2
aggregatie,aggregation,聚合,NOUN,B2
agressor,aggressor,侵略者,NOUN,B2
alternatief,alternative,替代方案,NOUN,B1
enkelvoud,and you,和你,NOUN,A1
überhaupt,anyway,无论如何,ADV,B1
behalve,apart from,除外,VERB,A2
Arabisch,arabic,阿拉伯的,ADJ,A2
leenwoord,arabized word,阿拉伯语借词,NOUN,B2
babbelen,babble,胡扯,VERB,B1
stemmengeluid,babble of voices,嘈杂声,NOUN,B2
verbijsteren,baffle,困惑,VERB,B2
bakkerij,bakery,面包店,NOUN,A1
kaalheid,baldness,秃顶,NOUN,B2
baal,bale,大包,NOUN,B2
haperen,balk,犹豫不决,VERB,B2
ballade,ballad,叙事谣曲,NOUN,B1
stijldans,ballroom dance,交际舞,NOUN,B1
bamboe,bamboo,竹子,NOUN,A2
bananen,bananas,香蕉,NOUN,A1
leuning,banister,栏杆扶手,NOUN,B1
kopregel,banner headline,通栏大标题,NOUN,B2
doop,baptism,洗礼,NOUN,B1
stuk zeep,bar of soap,一块肥皂,NOUN,A2
barbaar,barbarian,野蛮人,NOUN,B2
verleden,before,以前,NOUN,A1
achterkant,behind,后面,NOUN,A2
logenstraffen,belie,掩饰,VERB,Advanced
buitendien,besides,此外,NOUN,B1
bruidsschat,betrothal gift,聘礼,NOUN,B2
vleien,blandish,奉承,VERB,Advanced
stuifzand,blowing sand,流沙,NOUN,B2
blauw,blue,蓝色的,ADJ,A1
kostganger,boarder,寄宿生,NOUN,B2
geboren worden,born,出生,VERB,A1
beide,both,双方的,ADJ,A1
beide,both,两者,NOUN,A1
felgekleurd,bright-colored,鲜艳的,ADJ,B1
gebroken,broken,破碎的,ADJ,A2
peinzend,brooding,沉思的,ADJ,B2
berechten,brought to justice,绳之以法,VERB,B2
kogelvrij,bulletproof,防弹的,NOUN,B2
handel,business trade,商业贸易,NOUN,B1
buste,bust,半身像,NOUN,B2
in gesprek zijn,busy telephone line,占线,VERB,A2
slagerij,butcher shop,肉店,NOUN,A2
butler,butler,管家,NOUN,B1
valuta kopen,buy foreign exchange,买外汇,VERB,B2
koper,buyer purchaser,买家,NOUN,A2
koop en verkoop,buying and selling,买卖,NOUN,B1
gezoem,buzz,嗡嗡声,NOUN,B1
zoemer,buzzer,蜂鸣器,NOUN,B1
zoemend,buzzing,嗡嗡叫的,NOUN,B1
absoluut,by all means,务必,ADV,B1
naar analogie van,by analogy with,以此类推,ADV,B2
toevallig,by chance,偶然的,ADJ,A2
door middel van,by doing,通过,SCONJ,B1
met geweld,by force,强行,ADV,B1
van horen zeggen,by hearsay,据传闻,ADV,B2
uit het hoofd,by heart,熟记,ADV,A2
op eigen houtje,by himself,独自,ADV,B1
afleidenderwijs,by inference,依此类推,ADV,Advanced
per maand,by month,按月,NOUN,A2
op grond van,by virtue of,凭借,ADP,B2
tussen haakjes,by way of digression,顺便提一句,ADV,B1
per jaar,by year,按年,NOUN,A2
tussentijdse verkiezingen,by-elections,补选,NOUN,B2
omleiding,bypass,支路,NOUN,B1
omzeiling,bypassing,绕过,NOUN,B2
bekwaam,capable,有能力的,NOUN,B1
vitterig,captious,吹毛求疵的,ADJ,Advanced
losjes,casual,随意的,ADV,B1
celibatair,celibate,独身的,ADJ,B2
telefoongeluid,cell phone ringing,手机铃声,NOUN,A2
geketend,chain,链式的,ADJ,B1
co-occurrentie,co-occurrence,共现,NOUN,Advanced
pleisterwerk,coating plaster,抹灰涂层,NOUN,B2
vertroetelen,coddle,溺爱,VERB,B2
gelijklopendheid van ideeën,coincidence of ideas,所见略同,NOUN,Advanced
collectief,collective,集体的,ADJ,B2
vorderen,commandeer,征用,VERB,B2
loftuiting,commendation,表彰,NOUN,Advanced
complex,complex,复杂的,ADJ,B1
conferentiegesprek,conference talk,会议发言,NOUN,B2
overeenstemmen met,conform to,符合,VERB,B2
oogluikend toestaan,connive,纵容,VERB,Advanced
contractualiteit,contractuality,契约性,NOUN,Advanced
tegenstrijdigheid,contradictoriness,矛盾性,NOUN,B2
conventioneel karakter,conventionality,常规性,NOUN,Advanced
veroordeeld,convict,定罪的,ADJ,B2
laf,coward,懦弱的,ADJ,B1
kantelen,crenelate,筑雉堞,VERB,Advanced
door crises geteisterd,crisis-ridden,危机四伏的,ADJ,Advanced
douane,customs,海关,NOUN,B1
verdomme,damn,该死,INTJ,B1
datumgeschiedenis,date history,历史日期,NOUN,B1
dodelijk,deadly,致命的,ADJ,B1
doodsverachter,death warrior,敢死队员,NOUN,B2
departementaal,departmental,部门的,ADJ,B2
afval,detritus,碎屑,NOUN,Advanced
verwoest,devastated,饱受摧毁的,ADJ,B2
ontwikkelingswerken,development works,开发工程,NOUN,B2
ontwikkelingszone,development zone,开发区,NOUN,B2
apparatuursysteem,device system,设备系统,NOUN,B2
kronkelig,devious,迂回的,ADJ,Advanced
stemloos maken,devoice,清音化,VERB,Advanced
beroofd,devoid,缺乏的,ADJ,Advanced
ontberend,devoid lacking,空缺的,ADJ,Advanced
decentralisatie,devolution,权力下放,NOUN,Advanced
delegeren,devolve,移交,VERB,Advanced
toegewijd,devoted,全神贯注地,ADV,B2
plichtsbetrachting,devotion to duty,尽职尽责,NOUN,Advanced
nederigheid,devotional humility,虔敬卑逊,NOUN,Advanced
devotie,devotional worship,虔诚敬拜,NOUN,B2
verslinding,devouring,吞噬,NOUN,Advanced
vroom,devout,虔诚的,ADJ,B2
vroom,devoutly,虔诚地,ADV,B2
behendig,dexterous,熟练的,ADJ,B2
diabetisch,diabetic,糖尿病的,ADJ,B2
diachronie,diachrony,历时性,NOUN,Advanced
trema,diaeresis,分音符,NOUN,B2
wijzerplaat,dial,表盘,NOUN,B1
draaien,dial,拨号,VERB,A2
dialectisch,dialectic,辩证的,ADJ,B2
dialecticus,dialectician,辩证学者,NOUN,Advanced
netnummer,dialing code,区号,NOUN,B1
diametraal,diametrically,截然相反地,ADV,Advanced
luiers,diapers,尿布,NOUN,A2
doorschijnend,diaphanous,半透明的,ADJ,Advanced
diasporagemeenschap,diaspora community,离散社群,NOUN,Advanced
scheldkanonnade,diatribe,抨击性言论,NOUN,Advanced
didactiek,didactics,教学法,NOUN,B2
sterven voor,die for,为之献身,VERB,B1
dieet-,dietary,饮食的,ADJ,B2
anders,different,不同地,ADV,A1
differentieerbaar,differentiable,可微分的,ADJ,B2
onderscheidend,differentiating,区分的,ADJ,B2
lastig probleem,difficult to handle,棘手之事,NOUN,B2
probleemoplossing,difficulty resolution,困难解决,NOUN,B2
diffuus,diffusely,扩散地,ADV,B2
verspreiding,diffusion spread,扩散传播,NOUN,B2
verteerbaar,digestible,易消化的,ADJ,B1
digitale valuta,digital currency,数字货币,NOUN,B2
gedigitaliseerd,digitized,数字化的,ADJ,B2
diglossie,diglossia,双层语言现象,NOUN,Advanced
waardig,dignified,庄严的,ADJ,B2
waardig,dignifiedly,庄严地,ADV,B2
vereren,dignify,使尊贵,VERB,Advanced
hoogwaardigheidsbekleders,dignitaries,要人,NOUN,Advanced
verwijding,dilated,扩张的,ADJ,B2
verdunning,dilution,稀释,NOUN,B2
gedimd,dim,昏暗的,ADJ,B1
dimsum,dim sum,点心,NOUN,A2
gedimd,dimmed,暗淡的,ADJ,B1
kuiltje,dimple,酒窝,NOUN,B2
dineren,dine,进餐,VERB,B1
bijboot,dinghy,小艇,NOUN,B2
eetzaal,dining hall,食堂,NOUN,A2
eetkamer,dining room,餐厅,NOUN,A1
eettafel,dining table,餐桌,NOUN,A1
diner,dinner party,宴会,NOUN,B1
diocesaan,diocesan,教区的,ADJ,Advanced
bisdom,diocese,教区,NOUN,B2
dioxide,dioxide,二氧化物,NOUN,B2
diplomaat,diplomat,外交官,NOUN,B1
drankzuchtige,dipsomaniac,酒瘾患者,NOUN,Advanced
voltreffer,direct hit,直接命中,NOUN,B2
privébericht,direct message,私信,NOUN,A2
sturend,directive,指导性的,ADJ,B2
gids,directory,名录,NOUN,B1
dirham,dirham,迪拉姆,NOUN,B2
vuiligheid,dirt filth,污垢,NOUN,B1
aarde,dirt soil,泥土,NOUN,A2
vuiler,dirtier,更脏的,ADJ,A2
smeerlap,dirty bastard,混蛋,NOUN,B2
vuile streek,dirty trick,卑鄙手段,NOUN,B2
uitschakelen,disable,使伤残,VERB,B2
benadeeld,disadvantaged,弱势的,ADJ,B2
vervreemden,disaffect,使疏远,VERB,Advanced
ontevreden,disaffected,不满的,ADJ,Advanced
vervreemding,disaffection,不满疏远,NOUN,Advanced
afwijzen,disallow,不准许,VERB,B2
afkeuring,disapproval,反对,NOUN,B2
wanorde,disarray,混乱,NOUN,B2
ontkoppelen,disassociate,断绝联系,VERB,B2
ontbinden,disband,解散,VERB,B2
schrappen,disbar,取消律师资格,VERB,Advanced
niet geloven,disbelieve,怀疑,VERB,B2
ontlasten,disburden,减轻负担,VERB,Advanced
uitbetalen,disburse,支付,VERB,Advanced
uitbetaling,disbursement,垫付款项,NOUN,Advanced
lozen,discharge,排放,VERB,B2
discipelschap,discipleship,门徒身份,NOUN,Advanced
gedisciplineerd,disciplined,守纪律的,ADJ,B2
verwerpen,disclaim,否认,VERB,B2
verkleuren,discolor,变色,VERB,B2
in verwarring brengen,discomfit,使窘迫,VERB,Advanced
ontregelen,discompose,使心烦意乱,VERB,Advanced
verbroken verbinding,disconnection,断开,NOUN,B2
troosteloosheid,disconsolation,绝望,NOUN,Advanced
discontinuïteit,discontinuity,中断,NOUN,Advanced
onbeleefd,discourteous,失礼的,ADJ,B2
ontdekker,discoverer,发现者,NOUN,B1
diskrediet,discrediting,败坏名声,NOUN,B2
discreet,discreetly,谨慎地,ADV,B2
discreet,discrete,离散的,ADJ,Advanced
naar eigen goeddunken,discretionary,自由裁量的,ADJ,Advanced
vrije straf,discretionary punishment,酌定刑罚,NOUN,Advanced
onsamenhangend,discursive,漫谈式的,ADJ,Advanced
ontscheping,disembarkation,下船,NOUN,B2
bevrijden,disembarrass,摆脱困境,VERB,Advanced
ontlichamen,disembody,脱离肉体,VERB,Advanced
ontweiden,disembowel,取出内脏,VERB,Advanced
stemrecht ontnemen,disenfranchise,剥夺权利,VERB,Advanced
rechteloos,disenfranchised,被剥夺权利的,ADJ,Advanced
terugtrekking,disengagement,脱离接触,NOUN,Advanced
ontbinden,disestablish,废除建制,VERB,Advanced
minachten,disesteem,蔑视,VERB,Advanced
ongunst,disfavor,冷落,NOUN,B2
kiesrecht ontnemen,disfranchise,剥夺公权,VERB,Advanced
uitkotsen,disgorge,倒出,VERB,Advanced
ontevreden maken,disgruntle,使不快,VERB,Advanced
ontmoedigd,disheartened,沮丧的,ADJ,B2
ontmoedigend,disheartening,令人气馁的,ADJ,B2
vaatwerk,dishes,餐具,NOUN,A2
oneerbaar,dishonorable,不光彩的,ADJ,B2
desillusioneert,disillusion,使幻灭,VERB,B2
afkerig maken,disincline,使不愿意,VERB,Advanced
desinflatie,disinflation,反通货膨胀,NOUN,Advanced
ongeïnhibeerd,disinhibited,无拘无束的,ADJ,Advanced
uiteenvallen,disintegration,瓦解,NOUN,B2
opgraven,disinter,掘出,VERB,Advanced
desinvestering,disinvestment,撤资,NOUN,Advanced
verbrokkelen,dismember,肢解,VERB,Advanced
sepot,dismissal of charges,撤案,NOUN,Advanced
desorganiseren,disorganize,扰乱,VERB,Advanced
gedesoriënteerd,disoriented,迷失方向的,ADJ,B2
verstoten,disown,断绝关系,VERB,B2
kleineren,disparage,贬低,VERB,Advanced
kleinering,disparagement,贬抑,NOUN,Advanced
onbevangen,dispassionate,客观冷静的,ADJ,Advanced
meldkamer,dispatch room,调度室,NOUN,B2
apotheek,dispensary,药房,NOUN,B2
verspreiding,dispersal,分散,NOUN,B2
dispersie,dispersion,色散,NOUN,Advanced
ontmoedigen,dispirit,使泄气,VERB,Advanced
verdringen,displace,置换,VERB,B2
ontheemde,displaced person,难民,NOUN,B2
ontevreden,displeased,不悦的,ADJ,B2
zich vermaken,disport,嬉戏,VERB,Advanced
geneigd,disposed,有倾向的,ADJ,B2
onevenredig,disproportionate,不成比例的,ADJ,B2
weerleggen,disprove,反驳,VERB,B2
dispuut,disputation,辩论,NOUN,B2
betwisten,dispute,争端,VERB,B2
geschilzaak,disputed case,争议案件,NOUN,B2
diskwalificatie,disqualification,取消资格,NOUN,B2
onrust,disquiet,焦虑,NOUN,B2
verwaarlozing,disrepair,年久失修,NOUN,B2
zich ontkleden,disrobe,脱衣,VERB,Advanced
verstoring,disruption,中断,NOUN,B2
verstorend,disruptive,破坏性的,ADJ,B2
ontevreden stellen,dissatisfy,使不满,VERB,B2
veinzen,dissemble,假装,VERB,Advanced
huichelachtig,dissembling,掩饰的,ADJ,Advanced
verspreiding,dissemination,传播,NOUN,B2
verspreider,disseminator,传播者,NOUN,Advanced
verhandeling houden,dissert,做专题论述,VERB,Advanced
benadelen,disserve,损害,VERB,Advanced
scheiden,dissever,切断,VERB,Advanced
ongelijk,dissimilar,不同的,ADJ,B2
loskoppelen,dissociate,分离,VERB,B2
dissonant,dissonant,不和谐的,ADJ,B2
ontmoediging,dissuasion,劝阻,NOUN,Advanced
ontmoedigend,dissuasive,劝阻性的,ADJ,Advanced
afkeer,distaste,厌恶,NOUN,B2
uitzetten,distend,膨胀,VERB,Advanced
tweeregelig vers,distich,双行诗句,NOUN,Advanced
distilleren,distil,蒸馏,VERB,B2
distillatie,distillation,蒸馏,NOUN,B2
karakteristiek,distinctive,独特的,ADJ,B2
