Spanish_Lemma,English_Lemma,Chinese_Lemma,POS
fusilar,to execute by firing squad,枪决,VERB
fusionar,to merge,合并,VERB
fustigar,to scourge,鞭笞,VERB
futilidad,futility,无用,NOUN
futurible,possible future,可能的未来,ADJ
futurista,futurist,未来主义者,NOUN
fuñiñoso,whiny,爱抱怨的,ADJ
fábula,fable,寓言,NOUN
fárrago,jumble,混杂,NOUN
féretro,coffin,棺材,NOUN
férreo,iron,铁的,ADJ
fértil,fertile,肥沃的,ADJ
férula,ferrule,箍,NOUN
fétido,fetid,恶臭的,ADJ
fósforo,match,火柴,NOUN
fúnebre,funeral,葬礼的,ADJ
fútil,futile,无用的,ADJ
gabacho,Frenchman,法国人,NOUN
gabardina,trench coat,风衣,NOUN
gabarra,barge,驳船,NOUN
gabela,tax,税,NOUN
gabinete,cabinet,内阁,NOUN
gaceta,gazette,公报,NOUN
gacetilla,short news item,短新闻,NOUN
gachas,porridge,粥,NOUN
gaditano,from Cádiz,加的斯的,ADJ
gafa,glasses,眼镜,NOUN
gaitero,bagpiper,风笛手,NOUN
gajes,perks,额外津贴,NOUN
galaico,Galician,加利西亚的,ADJ
galante,gallant,殷勤的,ADJ
galanteador,flirt,调情者,NOUN
galantear,to court,求爱,VERB
galantería,gallantry,殷勤,NOUN
galardonar,to award,授予,VERB
galardón,prize,奖品,NOUN
galera,galley,大帆船,NOUN
galerista,gallery owner,画廊主,NOUN
galimatías,gibberish,胡言乱语,NOUN
gallinazo,vulture,秃鹫,NOUN
gallinero,henhouse,鸡舍,NOUN
gallito,cocky,傲慢的,ADJ
gallo,rooster,公鸡,NOUN
galo,Gallic,高卢的,ADJ
galopante,galloping,飞速发展的,ADJ
galopar,to gallop,飞奔,VERB
galvanizar,to galvanize,镀锌,VERB
galápago,turtle,龟,NOUN
galón,gallon,加仑,NOUN
gama,range,范围,NOUN
gamba,prawn,对虾,NOUN
gamberro,hooligan,流氓,NOUN
gameto,gamete,配子,NOUN
gamuza,chamois,麂皮,NOUN
ganadero,cattle rancher,牧场主,NOUN
ganadería,livestock farming,畜牧业,NOUN
ganancia,profit,利润,NOUN
ganchillo,crochet,钩针编织,NOUN
gandul,lazybones,懒汉,NOUN
ganga,bargain,便宜货,NOUN
gangrena,gangrene,坏疽,NOUN
gangrenarse,to become gangrenous,发生坏疽,VERB
gansada,silly thing,蠢事,NOUN
ganso,goose,鹅,NOUN
garabatear,to scribble,乱涂,VERB
garabato,scribble,涂鸦,NOUN
garante,guarantor,担保人,NOUN
garbeo,stroll,闲逛,NOUN
garbo,grace,优雅,NOUN
garboso,graceful,优雅的,ADJ
gargajo,phlegm,痰,NOUN
garra,claw,爪子,NOUN
garrafa,carafe,玻璃瓶,NOUN
garrafal,enormous,巨大的,ADJ
garrapata,tick,蜱虫,NOUN
garrocha,vaulting pole,撑杆,NOUN
garrotazo,club blow,棍棒打击,NOUN
garrote,cudgel,棍棒,NOUN
garrón,hock,飞节,NOUN
garza,heron,鹭,NOUN
gaseoso,gaseous,气态的,ADJ
gasificar,to gasify,使气化,VERB
gasoducto,gas pipeline,输气管道,NOUN
gasolinera,gas station,加油站,NOUN
gasto,expense,花费,NOUN
gastoso,wasteful,浪费的,ADJ
gastronomía,gastronomy,美食学,NOUN
gastrónomo,gastronome,美食家,NOUN
gavilán,sparrowhawk,雀鹰,NOUN
gaviota,seagull,海鸥,NOUN
gelatina,gelatin,明胶,NOUN
gema,gem,宝石,NOUN
gemelo,twin,双胞胎,NOUN
gemido,moan,呻吟,NOUN
gemir,to moan,呻吟,VERB
gen,gene,基因,NOUN
genealogía,genealogy,家谱学,NOUN
generalidad,generality,普遍性,NOUN
generalización,generalization,概括,NOUN
generalizar,to generalize,概括,VERB
generar,to generate,产生,VERB
generatriz,generatrix,母线,NOUN
genuflexión,genuflection,屈膝礼,NOUN
genuino,genuine,真正的,ADJ
genérico,generic,通用的,ADJ
genético,genetic,遗传的,ADJ
geocéntrico,geocentric,地心的,ADJ
geofísica,geophysics,地球物理学,NOUN
geografía,geography,地理学,NOUN
geográfico,geographical,地理的,ADJ
geología,geology,地质学,NOUN
geológico,geological,地质的,ADJ
geometría,geometry,几何学,NOUN
geométrico,geometric,几何的,ADJ
gerencia,management,管理层,NOUN
geriátrico,geriatric,老年医学的,ADJ
germano,German,日耳曼的,ADJ
germen,germ,细菌,NOUN
germicida,germicidal,杀菌的,ADJ
germinación,germination,发芽,NOUN
germinar,to germinate,发芽,VERB
germánico,Germanic,日耳曼的,ADJ
gerontocracia,gerontocracy,老人政治,NOUN
gesta,exploit,壮举,NOUN
gestación,gestation,妊娠,NOUN
gestar,to gestate,孕育,VERB
gestear,to gesticulate,做手势,VERB
gestionar,to manage,管理,VERB
gestión,management,管理,NOUN
gestor,manager,经理,NOUN
gestoría,agency,代理机构,NOUN
gestual,gestural,手势的,ADJ
geógrafo,geographer,地理学家,NOUN
geómetra,geometer,几何学家,NOUN
giba,hump,驼峰,NOUN
giboso,hunchbacked,驼背的,ADJ
gigantesco,gigantic,巨大的,ADJ
gimnasia,gymnastics,体操,NOUN
gimnasta,gymnast,体操运动员,NOUN
gimnástico,gymnastic,体操的,ADJ
gimotear,to whimper,啜泣,VERB
ginebra,gin,金酒,NOUN
gineceo,women's quarters,后宫,NOUN
ginecólogo,gynecologist,妇科医生,NOUN
girasol,sunflower,向日葵,NOUN
giratorio,rotating,旋转的,ADJ
gitano,Gypsy,吉普赛人,NOUN
glaciar,glacier,冰川,NOUN
gladiador,gladiator,角斗士,NOUN
gleba,glebe,教区土地,NOUN
glifo,glyph,字符,NOUN
globalización,globalization,全球化,NOUN
globalizar,globalize,全球化,VERB
glomérulo,glomerulus,肾小球,NOUN
gloriarse,boast,吹嘘,VERB
glorificación,glorification,赞美,NOUN
glorificar,glorify,赞美,VERB
gloriosamente,gloriously,光荣地,ADV
glorioso,glorious,光荣的,ADJ
glosa,gloss,注释,NOUN
glosador,glossator,注释者,NOUN
glosar,gloss,注释,VERB
glotonería,gluttony,贪吃,NOUN
glotón,glutton,贪吃者,NOUN
glándula,gland,腺体,NOUN
glúcido,carbohydrate,碳水化合物,NOUN
glúteo,gluteal,臀部的,ADJ
gobernabilidad,governability,可治理性,NOUN
gobernación,governorate,省,NOUN
gobernante,ruler,统治者,NOUN
goce,enjoyment,享受,NOUN
golfo,gulf,海湾,NOUN
gollete,neck,瓶颈,NOUN
golosina,sweet,糖果,NOUN
gondolero,gondolier,贡多拉船夫,NOUN
gordura,fatness,肥胖,NOUN
gorgojeo,trill,颤音,NOUN
gorgorito,warble,婉转鸣叫,NOUN
gorgotear,to gurgle,咕噜作响,VERB
gorrón,sponger,吃白食者,NOUN
goteado,dripping,滴下的,ADJ
gotear,to drip,滴漏,VERB
goteo,dripping,滴漏,NOUN
gotero,dropper,滴管,NOUN
goyesco,Goyaesque,戈雅式的,ADJ
gozar,to enjoy,享受,VERB
gozne,hinge,合页,NOUN
gozo,joy,喜悦,NOUN
gozoso,joyful,喜悦的,ADJ
gozque,small dog,小狗,NOUN
grabador,engraver,雕刻师,NOUN
gracejo,wit,风趣,NOUN
gracilidad,slenderness,纤细,NOUN
gradación,gradation,渐变,NOUN
graduar,to graduate,毕业,VERB
graduarse,to graduate,毕业,VERB
grafista,graphic artist,平面设计师,NOUN
grafología,graphology,笔迹学,NOUN
gramatical,grammatical,语法的,ADJ
gramática,grammar,语法,NOUN
gramófono,gramophone,留声机,NOUN
granada,grenade,手榴弹,NOUN
granadero,grenadier,掷弹兵,NOUN
granadino,from Granada,格拉纳达的,ADJ
granate,maroon,深红色,ADJ
grandilocuencia,grandiloquence,夸张,NOUN
grandilocuente,grandiloquent,夸张的,ADJ
grandiosidad,grandiosity,宏伟,NOUN
grandullón,big lout,大块头,NOUN
granito,granite,花岗岩,NOUN
granizar,to hail,下冰雹,VERB
granizo,hail,冰雹,NOUN
granjearse,to gain,赢得,VERB
granuja,rascal,无赖,NOUN
granítico,granitic,花岗岩的,ADJ
grasiento,greasy,油腻的,ADJ
graso,greasy,油腻的,ADJ
gratificación,bonus,奖金,NOUN
gratificar,to gratify,使满足,VERB
grato,pleasant,令人愉快的,ADJ
gratuidad,free of charge,免费,NOUN
gratuito,free,免费的,ADJ
grava,gravel,砾石,NOUN
gravamen,burden,负担,NOUN
gravar,to tax,征税,VERB
gravemente,gravely,严重地,ADV
gravitación,gravitation,引力,NOUN
gravitar,to gravitate,受引力作用,VERB
gravoso,burdensome,繁重的,ADJ
graznar,to caw,呱呱叫,VERB
graznido,caw,呱呱叫声,NOUN
gregario,gregarious,群居的,ADJ
greguería,witty saying,机智的格言,NOUN
gremial,guild,行会的,ADJ
gremio,guild,行会,NOUN
greña,mane,乱发,NOUN
grieta,crack,裂缝,NOUN
grifería,fittings,水龙头配件,NOUN
grifo,faucet,水龙头,NOUN
grillete,shackle,镣铐,NOUN
grillo,cricket,蟋蟀,NOUN
grisáceo,grayish,带灰色的,ADJ
grisú,firedamp,瓦斯,NOUN
griñón,grumpy,爱抱怨的,ADJ
grosería,rudeness,粗鲁,NOUN
grosor,thickness,厚度,NOUN
grotesco,grotesque,怪诞的,ADJ
grueso,thick,厚的,ADJ
grullo,grey,灰褐色的,ADJ
grumete,cabin boy,船童,NOUN
grupa,croup,马臀,NOUN
gruta,grotto,洞穴,NOUN
gruñido,growl,咆哮声,NOUN
gruñir,to grumble,抱怨,VERB
gruñón,grumpy,脾气坏的,ADJ
grácil,slender,纤细的,ADJ
gránulo,granule,颗粒,NOUN
grávido,gravid,怀孕的,ADJ
grímpola,pennant,三角旗,NOUN
grúa,crane,起重机,NOUN
guacamayo,macaw,金刚鹦鹉,NOUN
guacho,orphan,孤儿,NOUN
guadaña,scythe,镰刀,NOUN
guapeza,gallantry,英勇,NOUN
guarango,uncouth,粗俗的,ADJ
guarapo,sugarcane juice,甘蔗汁,NOUN
guardabarrera,gatekeeper,道口看守员,NOUN
guardabarros,fender,挡泥板,NOUN
guardabosques,forest ranger,护林员,NOUN
guardafrenos,brakeman,制动员,NOUN
guardagujas,switchman,扳道员,NOUN
guardapolvo,dust coat,防尘罩,NOUN
guardarropa,wardrobe,衣帽间,NOUN
guardería,daycare,托儿所,NOUN
guarecer,to shelter,庇护,VERB
guarida,den,巢穴,NOUN
guarismo,figure,数字,NOUN
guarnecer,to garnish,装饰,VERB
guarnición,garrison,驻军,NOUN
guarro,filthy,肮脏的,ADJ
guasa,jest,玩笑,NOUN
guasón,joker,爱开玩笑的人,NOUN
gubernamental,governmental,政府的,ADJ
guerrera,jacket,夹克,NOUN
guerrillero,guerrilla fighter,游击队员,NOUN
guiar,to guide,引导,VERB
guijarro,pebble,鹅卵石,NOUN
guillotina,guillotine,断头台,NOUN
guillotinar,to guillotine,斩首,VERB
guinda,sour cherry,酸樱桃,NOUN
guindar,to hang,悬挂,VERB
guirigay,gibberish,胡言乱语,NOUN
guirnalda,garland,花环,NOUN
guisado,stew,炖菜,NOUN
guisante,pea,豌豆,NOUN
guisar,to stew,炖,VERB
guiso,stew,炖菜,NOUN
guitarrista,guitarist,吉他手,NOUN
gula,gluttony,暴食,NOUN
gusanillo,itch,瘙痒,NOUN
gustativo,gustatory,味觉的,ADJ
gutural,guttural,喉音的,ADJ
gálibo,gauge,限界,NOUN
gárgara,gargle,漱口,NOUN
gárgola,gargoyle,滴水嘴兽,NOUN
gárrulo,garrulous,喋喋不休的,ADJ
gélido,freezing,极冷的,ADJ
génesis,genesis,起源,NOUN
haba,broad bean,蚕豆,NOUN
habanero,from Havana,哈瓦那的,ADJ
habano,Havana cigar,哈瓦那雪茄,NOUN
habilidoso,skillful,熟练的,ADJ
habilitación,authorization,授权,NOUN
habilitar,to enable,使能够,VERB
habitabilidad,habitability,宜居性,NOUN
habitante,inhabitant,居民,NOUN
habitar,to inhabit,居住,VERB
habituar,to accustom,使习惯,VERB
habitáculo,dwelling,住所,NOUN
hablador,talkative,健谈的,ADJ
habladuría,gossip,流言蜚语,NOUN
hablilla,rumor,谣言,NOUN
hacedero,feasible,可行的,ADJ
hacedor,maker,制造者,NOUN
hacendado,landowner,地主,NOUN
hacendoso,industrious,勤劳的,ADJ
hacienda,estate,庄园,NOUN
hado,fate,命运,NOUN
halagador,flattering,谄媚的,ADJ
halagar,to flatter,奉承,VERB
halago,flattery,奉承,NOUN
halagüeño,flattering,讨好的,ADJ
halar,to pull,拉,VERB
halconería,falconry,猎鹰术,NOUN
halcón,falcon,猎鹰,NOUN
hallazgo,discovery,发现,NOUN
hambruna,famine,饥荒,NOUN
hampón,thug,恶棍,NOUN
haraganear,to laze,偷懒,VERB
haraganería,laziness,懒惰,NOUN
haragán,lazy,懒惰的,ADJ
harapiento,ragged,衣衫褴褛的,ADJ
harapo,rag,破布,NOUN
haraposo,ragged,衣衫褴褛的,ADJ
harina,flour,面粉,NOUN
harneado,sifted,过筛的,ADJ
hartar,to satiate,使饱足,VERB
hartazgo,satiety,饱足感,NOUN
hartura,satiety,饱足感,NOUN
hastiar,to bore,使厌烦,VERB
hastío,weariness,厌倦,NOUN
hatajo,bunch,一群,NOUN
hayedo,beech grove,山毛榉林,NOUN
hazaña,feat,壮举,NOUN
hebraico,Hebraic,希伯来的,ADJ
hebreo,Hebrew,希伯来语,NOUN
hechicero,sorcerer,巫师,NOUN
hechicería,sorcery,巫术,NOUN
hechizar,to bewitch,施魔法,VERB
hectárea,hectare,公顷,NOUN
hedonismo,hedonism,享乐主义,NOUN
hedonista,hedonist,享乐主义者,NOUN
hedor,stench,恶臭,NOUN
hegemonía,hegemony,霸权,NOUN
helar,to freeze,结冰,VERB
helenismo,Hellenism,希腊化,NOUN
helenista,Hellenist,希腊学者,NOUN
hemiplejía,hemiplegia,偏瘫,NOUN
hemisferio,hemisphere,半球,NOUN
hemorroide,hemorrhoid,痔疮,NOUN
henchir,to fill,填满,VERB
hendedura,crack,裂缝,NOUN
hendir,to cleave,劈开,VERB
heno,hay,干草,NOUN
hepático,hepatic,肝脏的,ADJ
heraldo,herald,传令官,NOUN
herbario,herbarium,植物标本馆,NOUN
herbazal,grassland,草地,NOUN
herboristería,herbalism,草药学,NOUN
herbáceo,herbaceous,草本的,ADJ
hercúleo,Herculean,大力神般的,ADJ
heredar,to inherit,继承,VERB
hereditario,hereditary,遗传的,ADJ
hereje,heretic,异教徒,NOUN
herejía,heresy,异端,NOUN
heresiarca,heresiarch,异端首领,NOUN
hermandad,brotherhood,兄弟会,NOUN
hermosamente,beautifully,美丽地,ADV
hermosear,to beautify,美化,VERB
hermosura,beauty,美丽,NOUN
hermético,airtight,密封的,ADJ
herniarse,to herniate,患疝气,VERB
heroicidad,heroism,英勇,NOUN
heroico,heroic,英雄的,ADJ
heroísmo,heroism,英雄主义,NOUN
herradura,horseshoe,马蹄铁,NOUN
herrar,to shoe,给…装蹄铁,VERB
herreruelo,bandit,强盗,NOUN
herrería,blacksmith shop,铁匠铺,NOUN
herrumbroso,rusty,生锈的,ADJ
hervidero,hotbed,温床,NOUN
hervidor,kettle,水壶,NOUN
hervir,to boil,煮沸,VERB
heráldica,heraldry,纹章学,NOUN
herético,heretical,异端的,ADJ
hesitación,hesitation,犹豫,NOUN
heterodoxia,heterodoxy,异端学说,NOUN
heterodoxo,heterodox,异端的,ADJ
heterogeneidad,heterogeneity,异质性,NOUN
heterogéneo,heterogeneous,异质的,ADJ
hexágono,hexagon,六边形,NOUN
hialino,hyaline,玻璃样的,ADJ
hibridación,hybridization,杂交,NOUN
hibridismo,hybridism,杂交现象,NOUN
hidalgo,nobleman,贵族,NOUN
hidalguía,nobility,贵族气质,NOUN
hidrante,hydrant,消防栓,NOUN
hidratación,hydration,补水,NOUN
hidroavión,seaplane,水上飞机,NOUN
hidrocarburo,hydrocarbon,碳氢化合物,NOUN
hidrofobia,hydrophobia,恐水症,NOUN
hidrografía,hydrography,水文地理学,NOUN
hidromiel,mead,蜂蜜酒,NOUN
hidrosfera,hydrosphere,水圈,NOUN
hidroterapia,hydrotherapy,水疗,NOUN
hidráulico,hydraulic,液压的,ADJ
hidrógeno,hydrogen,氢,NOUN
hidrópico,hydropic,水肿的,ADJ
hiel,bile,胆汁,NOUN
hierático,hieratic,僧侣体的,ADJ
higiene,hygiene,卫生,NOUN
higiénico,hygienic,卫生的,ADJ
higo,fig,无花果,NOUN
higuera,fig tree,无花果树,NOUN
hilacha,loose thread,线头,NOUN
hilada,row,行,NOUN
hilandería,spinning mill,纺纱厂,NOUN
hilar,to spin,纺纱,VERB
hilatura,spinning,纺纱,NOUN
hilaza,yarn,纱线,NOUN
hilera,row,行,NOUN
hilván,basting,假缝,NOUN
himeneo,marriage,婚礼,NOUN
himnario,hymnal,赞美诗集,NOUN
himno,hymn,赞美诗,NOUN
hincado,kneeling,跪着的,ADJ
hincapié,emphasis,强调,NOUN
hincar,to thrust,刺入,VERB
hincha,fan,球迷,NOUN
hinchado,swollen,肿胀的,ADJ
hinchar,to swell,使肿胀,VERB
hinduismo,Hinduism,印度教,NOUN
hindú,Hindu,印度教徒,NOUN
hinojo,fennel,茴香,NOUN
hiperbólico,hyperbolic,夸张的,ADJ
hipertensión,hypertension,高血压,NOUN
hipertrofia,hypertrophy,肥大,NOUN
hipnosis,hypnosis,催眠,NOUN
hipnotizar,to hypnotize,催眠,VERB
hipocondría,hypochondria,疑病症,NOUN
hipocondríaco,hypochondriac,疑病症患者,NOUN
hipocresía,hypocrisy,虚伪,NOUN
hipoteca,mortgage,抵押贷款,NOUN
hipotecar,to mortgage,抵押,VERB
hipotensión,hypotension,低血压,NOUN
hipotermia,hypothermia,体温过低,NOUN
hipotético,hypothetical,假设的,ADJ
hipérbaton,hyperbaton,倒装法,NOUN
hipérbole,hyperbole,夸张,NOUN
hipócrita,hypocrite,伪君子,NOUN
hipótesis,hypothesis,假设,NOUN
hirsuto,hirsute,多毛的,ADJ
hispalense,from Seville,塞维利亚的,ADJ
hispano,Hispanic,西班牙裔的,ADJ
hispánico,Hispanic,西班牙的,ADJ
histerectomía,hysterectomy,子宫切除术,NOUN
histeria,hysteria,癔症,NOUN
historiador,historian,历史学家,NOUN
historicidad,historicity,历史性,NOUN
historicismo,historicism,历史主义,NOUN
historicista,historicist,历史主义者,NOUN
historieta,comic strip,连环画,NOUN
historiografía,historiography,史学,NOUN
histrión,actor,演员,NOUN
histriónico,histrionic,做作的,ADJ
histérico,hysterical,歇斯底里的,ADJ
histórico,historical,历史的,ADJ
hito,milestone,里程碑,NOUN
hocico,snout,口鼻,NOUN
hogareño,home-loving,顾家的,ADJ
hogaza,loaf,大面包,NOUN
hoguera,bonfire,篝火,NOUN
hojalata,tinplate,马口铁,NOUN
hojalatero,tinsmith,锡匠,NOUN
hojaldre,puff pastry,酥皮,NOUN
hojarasca,leaf litter,落叶,NOUN
hojear,to leaf through,翻阅,VERB
holandés,Dutch,荷兰的,ADJ
holgado,loose,宽松的,ADJ
holganza,leisure,悠闲,NOUN
holgar,to be unnecessary,多余,VERB
holgazanear,to laze,游手好闲,VERB
holgazán,lazy,懒惰的,ADJ
holgura,roominess,宽敞,NOUN
hollar,to tread,踩踏,VERB
hollín,soot,烟灰,NOUN
holocausto,holocaust,浩劫,NOUN
holograma,hologram,全息图,NOUN
hombrada,manly deed,男子汉行为,NOUN
hombruno,mannish,像男人的,ADJ
hombría,manliness,男子气概,NOUN
homenaje,homage,致敬,NOUN
homenajeado,honoree,受表彰者,NOUN
homenajear,to pay homage to,致敬,VERB
homeopatía,homeopathy,顺势疗法,NOUN
homilético,homiletic,讲道的,ADJ
homilía,homily,布道,NOUN
hominización,hominization,人类化,NOUN
homogeneidad,homogeneity,同质性,NOUN
homogeneizar,to homogenize,均质化,VERB
homogéneo,homogeneous,同质的,ADJ
homologar,to homologate,认可,VERB
homonimia,homonymy,同音异义,NOUN
homosexualidad,homosexuality,同性恋,NOUN
homónimo,homonym,同音异义词,NOUN
honda,sling,投石索,NOUN
hondamente,deeply,深深地,ADV
hondonada,hollow,洼地,NOUN
hondura,depth,深度,NOUN
hongo,mushroom,蘑菇,NOUN
honorabilidad,honorability,荣誉性,NOUN
honorario,honorary,名誉的,ADJ
honorarios,fees,酬金,NOUN
honorífico,honorific,荣誉的,ADJ
honra,honor,荣誉,NOUN
honradamente,honestly,诚实地,ADV
honradez,honesty,诚实,NOUN
honrar,to honor,尊敬,VERB
honroso,honorable,光荣的,ADJ
hontanar,spring,泉水,NOUN
hopear,to glide,滑翔,VERB
horadar,to perforate,穿孔,VERB
horca,gallows,绞刑架,NOUN
horcajadas,astride,跨坐,ADV
horda,horde,一大群,NOUN
horizonte,horizon,地平线,NOUN
horma,mold,鞋楦,NOUN
hormiga,ant,蚂蚁,NOUN
hormigueante,tingling,发麻的,ADJ
hormigueo,tingling,麻木感,NOUN
hormiguero,anthill,蚁丘,NOUN
hormigón,concrete,混凝土,NOUN
hormona,hormone,激素,NOUN
hornacina,niche,壁龛,NOUN
hornada,batch,一批,NOUN
hornaza,small forge,熔炉,NOUN
hornilla,burner,炉头,NOUN
horrendo,horrible,可怕的,ADJ
horripilante,horrifying,令人毛骨悚然的,ADJ
horripilar,to horrify,使毛骨悚然,VERB
horrorizado,horrified,惊骇的,ADJ
horrorizar,to horrify,使惊骇,VERB
horrísono,deafening,震耳欲聋的,ADJ
hortaliza,vegetable,蔬菜,NOUN
hortelano,gardener,菜农,NOUN
horóscopo,horoscope,星座运势,NOUN
hosco,gruff,阴沉的,ADJ
hospedaje,lodging,住宿,NOUN
hospedar,to host,留宿,VERB
hospedería,inn,客栈,NOUN
hospicio,hospice,济贫院,NOUN
hospitalario,hospitable,好客的,ADJ
hospitalidad,hospitality,好客,NOUN
hospitalización,hospitalization,住院治疗,NOUN
hospitalizar,to hospitalize,使住院,VERB
hostal,hostel,旅社,NOUN
hostigamiento,harassment,骚扰,NOUN
hostigar,to harass,骚扰,VERB
hostilidad,hostility,敌意,NOUN
hostilizar,to harass,敌视,VERB
hotelero,hotelier,旅馆老板,NOUN
hoyada,depression,洼地,NOUN
huelguista,striker,罢工者,NOUN
huerta,vegetable garden,菜园,NOUN
huerto,vegetable garden,果园,NOUN
huesoso,bony,多骨的,ADJ
hueste,host,军队,NOUN
huesudo,bony,瘦骨嶙峋的,ADJ
huevera,egg carton,蛋托,NOUN
huida,flight,逃跑,NOUN
huidizo,elusive,逃避的,ADJ
hule,rubber,橡胶,NOUN
hulera,catapult,弹弓,NOUN
humanismo,humanism,人文主义,NOUN
humanista,humanist,人文主义者,NOUN
humanitario,humanitarian,人道主义的,ADJ
humanización,humanization,人性化,NOUN
humanizar,humanize,使人性化,VERB
humareda,cloud of smoke,烟云,NOUN
humeante,smoking,冒烟的,ADJ
humear,smoke,冒烟,VERB
humedad,humidity,湿度,NOUN
humedecer,moisten,弄湿,VERB
humildad,humility,谦逊,NOUN
humillación,humiliation,羞辱,NOUN
humillante,humiliating,令人羞辱的,ADJ
humillar,humiliate,羞辱,VERB
humorismo,humor,幽默感,NOUN
humorista,humorist,幽默作家,NOUN
humorístico,humorous,幽默的,ADJ
hundir,sink,使沉没,VERB
huracán,hurricane,飓风,NOUN
huraño,unsociable,孤僻的,ADJ
hurgar,rummage,翻找,VERB
hurtadillas,furtively,偷偷地,ADV
hurtar,steal,偷窃,VERB
hurto,theft,盗窃,NOUN
hurón,ferret,雪貂,NOUN
husmear,sniff,嗅探,VERB
huérfano,orphan,孤儿,NOUN
hábil,skillful,熟练的,ADJ
hálito,breath,气息,NOUN
hélice,propeller,螺旋桨,NOUN
híbrido,hybrid,杂交的,ADJ
hípica,equestrianism,马术,NOUN
hípico,equestrian,马术的,ADJ
húmedo,humid,潮湿的,ADJ
ibero,Iberian,伊比利亚的,ADJ
ibérico,Iberian,伊比利亚的,ADJ
icono,icon,图标,NOUN
iconoclasta,iconoclast,偶像破坏者,NOUN
iconográfico,iconographic,图像学的,ADJ
ictericia,jaundice,黄疸,NOUN
icónico,iconic,标志性的,ADJ
ida,outward journey,去程,NOUN
idealismo,idealism,理想主义,NOUN
idealista,idealist,理想主义者,NOUN
idealizar,to idealize,理想化,VERB
ideario,set of ideals,思想体系,NOUN
ideología,ideology,意识形态,NOUN
ideológico,ideological,意识形态的,ADJ
ideático,ideational,观念的,ADJ
idilio,idyll,田园诗,NOUN
idiomático,idiomatic,地道的,ADJ
idiosincrasia,idiosyncrasy,特质,NOUN
idiotez,idiocy,愚蠢,NOUN
idolatrar,to idolize,崇拜,VERB
idolatría,idolatry,偶像崇拜,NOUN
idoneidad,suitability,适宜性,NOUN
idéntico,identical,完全相同的,ADJ
idóneo,suitable,合适的,ADJ
ignición,ignition,点火,NOUN
ignorancia,ignorance,无知,NOUN
ignorante,ignorant,无知的,ADJ
ignoto,unknown,未知的,ADJ
igualar,to equalize,使相等,VERB
igualitario,egalitarian,平等主义的,ADJ
ilegalidad,illegality,非法,NOUN
ilegítimo,illegitimate,非法的,ADJ
ileso,unharmed,未受伤的,ADJ
iletrado,illiterate,文盲的,ADJ
ilimitado,unlimited,无限的,ADJ
iluminación,illumination,照明,NOUN
iluminar,to illuminate,照亮,VERB
ilusionar,to thrill,使兴奋,VERB
iluso,naive,天真的,ADJ
ilustración,illustration,插图,NOUN
ilustrado,enlightened,开明的,ADJ
ilustrar,to illustrate,说明,VERB
ilustrativo,illustrative,说明性的,ADJ
ilustre,illustrious,著名的,ADJ
ilíaco,iliac,髂骨的,ADJ
ilícito,illicit,非法的,ADJ
ilógico,illogical,不合逻辑的,ADJ
imaginario,imaginary,虚构的,ADJ
imaginativo,imaginative,富有想象力的,ADJ
imbatible,unbeatable,不可战胜的,ADJ
imbecilidad,imbecility,愚蠢,NOUN
imborrable,indelible,不可磨灭的,ADJ
imbricar,to interlock,交错,VERB
imbuir,to imbue,灌输,VERB
imitación,imitation,模仿,NOUN
imitar,to imitate,模仿,VERB
impaciencia,impatience,不耐烦,NOUN
impaciente,impatient,不耐烦的,ADJ
impar,odd,奇数的,ADJ
imparcial,impartial,公正的,ADJ
imparcialidad,impartiality,公正,NOUN
impartir,to impart,传授,VERB
impasible,impassive,无动于衷的,ADJ
impavidez,fearlessness,无畏,NOUN
impecable,impeccable,无懈可击的,ADJ
impedimento,impediment,障碍,NOUN
impeler,to impel,推动,VERB
impenitente,unrepentant,不知悔改的,ADJ
impensable,unthinkable,不可想象的,ADJ
imperante,prevailing,盛行的,ADJ
imperar,prevail,盛行,VERB
imperativo,imperative,必要的,ADJ
imperdible,unmissable,不可错过的,ADJ
imperdonable,unforgivable,不可原谅的,ADJ
imperecedero,everlasting,不朽的,ADJ
imperfección,imperfection,不完美,NOUN
imperfecto,imperfect,不完美的,ADJ
imperialismo,imperialism,帝国主义,NOUN
imperialista,imperialist,帝国主义的,ADJ
imperioso,imperious,专横的,ADJ
impermeabilizar,waterproof,使防水,VERB
impermeable,waterproof,防水的,ADJ
impertinencia,impertinence,无礼,NOUN
impertinente,impertinent,无礼的,ADJ
imperturbabilidad,imperturbability,沉着,NOUN
impetrar,implore,恳求,VERB
impetuoso,impetuous,冲动的,ADJ
impiedad,impiety,不虔诚,NOUN
implantación,implantation,植入,NOUN
implantar,implant,植入,VERB
implementación,implementation,实施,NOUN
implementar,implement,实施,VERB
implicación,implication,含义,NOUN
implicar,imply,暗示,VERB
implorar,implore,恳求,VERB
implícito,implicit,含蓄的,ADJ
imponente,imposing,宏伟的,ADJ
imponer,to impose,强加,VERB
impopular,unpopular,不受欢迎的,ADJ
importación,import,进口,NOUN
importunar,to pester,打扰,VERB
importuno,inopportune,不合时宜的,ADJ
imposibilidad,impossibility,不可能,NOUN
imposibilitar,to make impossible,使不可能,VERB
imposición,imposition,强制,NOUN
impostura,imposture,欺诈,NOUN
impotencia,impotence,无力,NOUN
impotente,impotent,无力的,ADJ
