lang,level,csv_line,lemma,english_lemma,chinese_lemma,upos,source_file
nl,B2,451,zekerheid,certainty,确定性,NOUN,dutch/B2.csv
nl,B2,452,aankomen,to arrive,到达,VERB,dutch/B2.csv
nl,B2,453,aard,nature,性质,NOUN,dutch/B2.csv
nl,B2,454,alternatief,alternative,替代的,ADJ,dutch/B2.csv
nl,B2,455,armoede,poverty,贫穷,NOUN,dutch/B2.csv
nl,B2,456,automatisch,automatic,自动的,ADJ,dutch/B2.csv
nl,B2,457,belasting,tax,税,NOUN,dutch/B2.csv
nl,B2,458,bewaren,to keep,保存,VERB,dutch/B2.csv
nl,B2,459,bijbel,Bible,圣经,NOUN,dutch/B2.csv
nl,B2,460,blijken,to turn out,证明是,VERB,dutch/B2.csv
nl,B2,461,documentaire,documentary,纪录片,NOUN,dutch/B2.csv
nl,B2,462,drukken,to press,按,VERB,dutch/B2.csv
nl,B2,463,fotograaf,photographer,摄影师,NOUN,dutch/B2.csv
nl,B2,464,gras,grass,草,NOUN,dutch/B2.csv
nl,B2,465,hoorn,horn,角,NOUN,dutch/B2.csv
nl,B2,466,jarenlang,for years,多年来,ADV,dutch/B2.csv
nl,B2,467,juridisch,legal,法律的,ADJ,dutch/B2.csv
nl,B2,468,kern,core,核心,NOUN,dutch/B2.csv
nl,B2,469,kip,chicken,鸡,NOUN,dutch/B2.csv
nl,B2,470,kruis,cross,十字架,NOUN,dutch/B2.csv
nl,B2,471,leugen,lie,谎言,NOUN,dutch/B2.csv
nl,B2,472,naartoe,towards,向,ADP,dutch/B2.csv
nl,B2,473,onderhouden,to maintain,维持,VERB,dutch/B2.csv
nl,B2,474,opkomst,turnout,出席率,NOUN,dutch/B2.csv
nl,B2,475,opmerking,remark,评论,NOUN,dutch/B2.csv
nl,B2,476,opstaan,to stand up,站起来,VERB,dutch/B2.csv
nl,B2,477,toestel,device,设备,NOUN,dutch/B2.csv
nl,B2,478,trainen,to train,训练,VERB,dutch/B2.csv
nl,B2,479,verwachting,expectation,期望,NOUN,dutch/B2.csv
nl,B2,480,wetgeving,legislation,立法,NOUN,dutch/B2.csv
nl,B2,481,zelfde,same,相同的,ADJ,dutch/B2.csv
nl,B2,482,apparaat,device,设备,NOUN,dutch/B2.csv
nl,B2,483,beurs,stock exchange,证券交易所,NOUN,dutch/B2.csv
nl,B2,484,bezorgen,to deliver,递送,VERB,dutch/B2.csv
nl,B2,485,creatief,creative,有创造力的,ADJ,dutch/B2.csv
nl,B2,486,file,traffic jam,交通堵塞,NOUN,dutch/B2.csv
nl,B2,487,geldig,valid,有效的,ADJ,dutch/B2.csv
nl,B2,488,hel,hell,地狱,NOUN,dutch/B2.csv
nl,B2,489,medaille,medal,奖牌,NOUN,dutch/B2.csv
nl,B2,490,onderhoud,maintenance,维护,NOUN,dutch/B2.csv
nl,B2,491,oordeel,judgment,判断,NOUN,dutch/B2.csv
nl,B2,492,realiteit,reality,现实,NOUN,dutch/B2.csv
nl,B2,493,triest,sad,悲伤的,ADJ,dutch/B2.csv
nl,B2,494,uniek,unique,独特的,ADJ,dutch/B2.csv
nl,B2,495,verbetering,improvement,改进,NOUN,dutch/B2.csv
nl,B2,496,vervolg,follow-up,后续,NOUN,dutch/B2.csv
nl,B2,497,voorbereiden,to prepare,准备,VERB,dutch/B2.csv
nl,B2,498,voorbereiding,preparation,准备,NOUN,dutch/B2.csv
nl,B2,499,vullen,to fill,填充,VERB,dutch/B2.csv
nl,B2,500,waarschuwing,warning,警告,NOUN,dutch/B2.csv
nl,B2,501,wiskunde,mathematics,数学,NOUN,dutch/B2.csv
nl,B2,502,zender,transmitter,发射机,NOUN,dutch/B2.csv
nl,B2,503,zonde,shame,遗憾,NOUN,dutch/B2.csv
nl,B2,504,aantreffen,to find,发现,VERB,dutch/B2.csv
nl,B2,505,Amerikaans,American,美国的,ADJ,dutch/B2.csv
nl,B2,506,Australisch,Australian,澳大利亚的,ADJ,dutch/B2.csv
nl,B2,507,bereik,range,范围,NOUN,dutch/B2.csv
nl,B2,508,degenen,those,那些人,PRON,dutch/B2.csv
nl,B2,509,gemeenteraad,city council,市议会,NOUN,dutch/B2.csv
nl,B2,510,inkomsten,income,收入,NOUN,dutch/B2.csv
nl,B2,511,kijkje,look,看一眼,NOUN,dutch/B2.csv
nl,B2,512,lijf,body,身体,NOUN,dutch/B2.csv
nl,B2,513,militair,soldier,军人,NOUN,dutch/B2.csv
nl,B2,514,officier,officer,军官,NOUN,dutch/B2.csv
nl,B2,515,omvang,scope,范围,NOUN,dutch/B2.csv
nl,B2,516,recept,recipe,食谱,NOUN,dutch/B2.csv
nl,B2,517,rennen,to run,跑,VERB,dutch/B2.csv
nl,B2,518,tropisch,tropical,热带的,ADJ,dutch/B2.csv
nl,B2,519,uitzicht,view,景色,NOUN,dutch/B2.csv
nl,B2,520,waarover,about which,关于什么,PRON,dutch/B2.csv
nl,B2,521,zekere,certain,某个,ADJ,dutch/B2.csv
nl,B2,522,zelfstandig,independent,独立的,ADJ,dutch/B2.csv
nl,B2,523,afkomst,descent,出身,NOUN,dutch/B2.csv
nl,B2,524,amper,barely,几乎不,ADV,dutch/B2.csv
nl,B2,525,bedanken,to thank,感谢,VERB,dutch/B2.csv
nl,B2,526,bedragen,to amount to,总计,VERB,dutch/B2.csv
nl,B2,527,bedreiging,threat,威胁,NOUN,dutch/B2.csv
nl,B2,528,daaraan,to that,对此,PRON,dutch/B2.csv
nl,B2,529,doos,box,盒子,NOUN,dutch/B2.csv
nl,B2,530,douche,shower,淋浴,NOUN,dutch/B2.csv
nl,B2,531,economisch,economic,经济的,ADJ,dutch/B2.csv
nl,B2,532,elders,elsewhere,在别处,ADV,dutch/B2.csv
nl,B2,533,fabriek,factory,工厂,NOUN,dutch/B2.csv
nl,B2,534,geheugen,memory,记忆,NOUN,dutch/B2.csv
nl,B2,535,gezelschap,company,陪伴,NOUN,dutch/B2.csv
nl,B2,536,grootte,size,大小,NOUN,dutch/B2.csv
nl,B2,537,infrastructuur,infrastructure,基础设施,NOUN,dutch/B2.csv
nl,B2,538,inzicht,insight,见解,NOUN,dutch/B2.csv
nl,B2,539,jawel,yes indeed,是的,ADV,dutch/B2.csv
nl,B2,540,landelijk,rural,乡村的,ADJ,dutch/B2.csv
nl,B2,541,leerling,pupil,学生,NOUN,dutch/B2.csv
nl,B2,542,lokaal,local,当地的,ADJ,dutch/B2.csv
nl,B2,543,naakt,naked,裸体的,ADJ,dutch/B2.csv
nl,B2,544,noordelijk,northern,北方的,ADJ,dutch/B2.csv
nl,B2,545,onvoldoende,insufficient,不足的,ADJ,dutch/B2.csv
nl,B2,546,oorsprong,origin,起源,NOUN,dutch/B2.csv
nl,B2,547,pakket,package,包裹,NOUN,dutch/B2.csv
nl,B2,548,rit,ride,骑行,NOUN,dutch/B2.csv
nl,B2,549,saai,boring,无聊的,ADJ,dutch/B2.csv
nl,B2,550,scheiding,separation,分离,NOUN,dutch/B2.csv
nl,B2,551,spiegel,mirror,镜子,NOUN,dutch/B2.csv
nl,B2,552,verblijf,stay,停留,NOUN,dutch/B2.csv
nl,B2,553,voegen,to add,添加,VERB,dutch/B2.csv
nl,B2,554,voortaan,henceforth,今后,ADV,dutch/B2.csv
nl,B2,555,voortdurend,continual,持续的,ADJ,dutch/B2.csv
nl,B2,556,voorziening,facility,设施,NOUN,dutch/B2.csv
nl,B2,557,vriendje,boyfriend,男朋友,NOUN,dutch/B2.csv
nl,B2,558,aanvraag,request,申请,NOUN,dutch/B2.csv
nl,B2,559,activiteit,activity,活动,NOUN,dutch/B2.csv
nl,B2,560,adviseur,advisor,顾问,NOUN,dutch/B2.csv
nl,B2,561,archief,archive,档案,NOUN,dutch/B2.csv
nl,B2,562,betreffende,regarding,关于,ADP,dutch/B2.csv
nl,B2,563,binnenstad,city centre,市中心,NOUN,dutch/B2.csv
nl,B2,564,borst,chest,胸部,NOUN,dutch/B2.csv
nl,B2,565,destijds,at that time,当时,ADV,dutch/B2.csv
nl,B2,566,doorheen,through,穿过,ADP,dutch/B2.csv
nl,B2,567,dringend,urgent,紧急的,ADJ,dutch/B2.csv
nl,B2,568,eng,narrow,狭窄的,ADJ,dutch/B2.csv
nl,B2,569,federaal,federal,联邦的,ADJ,dutch/B2.csv
nl,B2,570,formule,formula,公式,NOUN,dutch/B2.csv
nl,B2,571,gezamenlijk,joint,共同的,ADJ,dutch/B2.csv
nl,B2,572,haar,hair,头发,NOUN,dutch/B2.csv
nl,B2,573,kaartje,ticket,票,NOUN,dutch/B2.csv
nl,B2,574,kolonel,colonel,上校,NOUN,dutch/B2.csv
nl,B2,575,letten,to pay attention,注意,VERB,dutch/B2.csv
nl,B2,576,lift,elevator,电梯,NOUN,dutch/B2.csv
nl,B2,577,lukken,to succeed,成功,VERB,dutch/B2.csv
nl,B2,578,minimaal,minimal,最小的,ADJ,dutch/B2.csv
nl,B2,579,onszelf,ourselves,我们自己,PRON,dutch/B2.csv
nl,B2,580,onzeker,uncertain,不确定的,ADJ,dutch/B2.csv
nl,B2,581,planeet,planet,行星,NOUN,dutch/B2.csv
nl,B2,582,redactie,editorial office,编辑部,NOUN,dutch/B2.csv
nl,B2,583,soep,soup,汤,NOUN,dutch/B2.csv
nl,B2,584,toerist,tourist,游客,NOUN,dutch/B2.csv
nl,B2,585,vervelend,annoying,烦人的,ADJ,dutch/B2.csv
nl,B2,586,verwijzen,to refer,提及,VERB,dutch/B2.csv
nl,B2,587,vriendschap,friendship,友谊,NOUN,dutch/B2.csv
nl,B2,588,waaruit,from which,从中,ADV,dutch/B2.csv
nl,B2,589,zwijgen,to keep silent,保持沉默,VERB,dutch/B2.csv
nl,B2,590,aandeel,share,股份,NOUN,dutch/B2.csv
nl,B2,591,aanmelden,to register,注册,VERB,dutch/B2.csv
nl,B2,592,boel,lot,许多,NOUN,dutch/B2.csv
nl,B2,593,Canadees,Canadian,加拿大的,ADJ,dutch/B2.csv
nl,B2,594,daadwerkelijk,actually,实际上,ADV,dutch/B2.csv
nl,B2,595,daarover,about that,关于那个,ADV,dutch/B2.csv
nl,B2,596,dader,perpetrator,肇事者,NOUN,dutch/B2.csv
nl,B2,597,diner,dinner,晚餐,NOUN,dutch/B2.csv
nl,B2,598,drank,drink,饮料,NOUN,dutch/B2.csv
nl,B2,599,erachter,behind it,在它后面,ADV,dutch/B2.csv
nl,B2,600,es,ash,白蜡树,NOUN,dutch/B2.csv
nl,B2,601,fles,bottle,瓶子,NOUN,dutch/B2.csv
nl,B2,602,gezondheidszorg,healthcare,医疗保健,NOUN,dutch/B2.csv
nl,B2,603,grondwet,constitution,宪法,NOUN,dutch/B2.csv
nl,B2,604,jacht,hunt,狩猎,NOUN,dutch/B2.csv
nl,B2,605,kennelijk,apparently,显然,ADV,dutch/B2.csv
nl,B2,606,levend,alive,活着的,ADJ,dutch/B2.csv
nl,B2,607,lieverd,darling,亲爱的,NOUN,dutch/B2.csv
nl,B2,608,luitenant,lieutenant,中尉,NOUN,dutch/B2.csv
nl,B2,609,nep,fake,假的,ADJ,dutch/B2.csv
nl,B2,610,omroep,broadcaster,广播公司,NOUN,dutch/B2.csv
nl,B2,611,opsluiten,to lock up,关押,VERB,dutch/B2.csv
nl,B2,612,pauze,break,休息,NOUN,dutch/B2.csv
nl,B2,613,Pools,Polish,波兰的,ADJ,dutch/B2.csv
nl,B2,614,racisme,racism,种族主义,NOUN,dutch/B2.csv
nl,B2,615,ras,race,种族,NOUN,dutch/B2.csv
nl,B2,616,reiziger,traveler,旅行者,NOUN,dutch/B2.csv
nl,B2,617,resolutie,resolution,决议,NOUN,dutch/B2.csv
nl,B2,618,schande,shame,耻辱,NOUN,dutch/B2.csv
nl,B2,619,schreeuwen,to shout,喊叫,VERB,dutch/B2.csv
nl,B2,620,taart,cake,蛋糕,NOUN,dutch/B2.csv
nl,B2,621,tempel,temple,寺庙,NOUN,dutch/B2.csv
nl,B2,622,tenslotte,finally,最后,ADV,dutch/B2.csv
nl,B2,623,uitsluitend,exclusively,唯一地,ADV,dutch/B2.csv
nl,B2,624,vent,guy,家伙,NOUN,dutch/B2.csv
nl,B2,625,verhogen,to increase,提高,VERB,dutch/B2.csv
nl,B2,626,wc,toilet,厕所,NOUN,dutch/B2.csv
nl,B2,627,welzijn,well-being,福祉,NOUN,dutch/B2.csv
nl,B2,628,wettelijk,legal,法定的,ADJ,dutch/B2.csv
nl,B2,629,woonplaats,place of residence,居住地,NOUN,dutch/B2.csv
nl,B2,630,anoniem,anonymous,匿名的,ADJ,dutch/B2.csv
nl,B2,631,beantwoorden,to answer,回答,VERB,dutch/B2.csv
nl,B2,632,bidden,to pray,祈祷,VERB,dutch/B2.csv
nl,B2,633,circa,approximately,大约,ADV,dutch/B2.csv
nl,B2,634,coalitie,coalition,联盟,NOUN,dutch/B2.csv
nl,B2,635,dossier,file,档案,NOUN,dutch/B2.csv
nl,B2,636,downloaden,to download,下载,VERB,dutch/B2.csv
nl,B2,637,erkenning,recognition,认可,NOUN,dutch/B2.csv
nl,B2,638,nomineren,to nominate,提名,VERB,dutch/B2.csv
nl,B2,639,produceren,to produce,生产,VERB,dutch/B2.csv
nl,B2,640,gezag,authority,权威,NOUN,dutch/B2.csv
nl,B2,641,grapje,joke,玩笑,NOUN,dutch/B2.csv
nl,B2,642,grondgebied,territory,领土,NOUN,dutch/B2.csv
nl,B2,643,hierboven,above,在上面,ADV,dutch/B2.csv
nl,B2,644,hoogtepunt,highlight,亮点,NOUN,dutch/B2.csv
nl,B2,645,jaloers,jealous,嫉妒的,ADJ,dutch/B2.csv
nl,B2,646,opzet,purpose,目的,NOUN,dutch/B2.csv
nl,B2,647,Rus,Russian,俄罗斯人,NOUN,dutch/B2.csv
nl,B2,648,stelling,statement,陈述,NOUN,dutch/B2.csv
nl,B2,649,supermarkt,supermarket,超市,NOUN,dutch/B2.csv
nl,B2,650,toeval,chance,巧合,NOUN,dutch/B2.csv
nl,B2,651,toren,tower,塔,NOUN,dutch/B2.csv
nl,B2,652,treden,to step,踏,VERB,dutch/B2.csv
nl,B2,653,vanmiddag,this afternoon,今天下午,ADV,dutch/B2.csv
nl,B2,654,verbod,ban,禁令,NOUN,dutch/B2.csv
nl,B2,655,verlopen,to expire,过期,VERB,dutch/B2.csv
nl,B2,656,vermoorden,to murder,谋杀,VERB,dutch/B2.csv
nl,B2,657,versterken,to strengthen,加强,VERB,dutch/B2.csv
nl,B2,658,voertuig,vehicle,车辆,NOUN,dutch/B2.csv
nl,B2,659,werkgever,employer,雇主,NOUN,dutch/B2.csv
nl,B2,660,aanwijzen,to designate,指定,VERB,dutch/B2.csv
nl,B2,661,aanpakken,to tackle,处理,VERB,dutch/B2.csv
nl,B2,662,afloop,outcome,结果,NOUN,dutch/B2.csv
nl,B2,663,ambassadeur,ambassador,大使,NOUN,dutch/B2.csv
nl,B2,664,bereikbaar,reachable,可到达的,ADJ,dutch/B2.csv
nl,B2,665,besteden,to spend,花费,VERB,dutch/B2.csv
nl,B2,666,binnenlands,domestic,国内的,ADJ,dutch/B2.csv
nl,B2,667,branden,to burn,燃烧,VERB,dutch/B2.csv
nl,B2,668,dijk,dike,堤坝,NOUN,dutch/B2.csv
nl,B2,669,doelwit,target,目标,NOUN,dutch/B2.csv
nl,B2,670,dronken,drunk,醉的,ADJ,dutch/B2.csv
nl,B2,671,gevoelig,sensitive,敏感的,ADJ,dutch/B2.csv
nl,B2,672,gezeten,seated,坐着的,ADJ,dutch/B2.csv
nl,B2,673,glimlach,smile,微笑,NOUN,dutch/B2.csv
nl,B2,674,graf,grave,坟墓,NOUN,dutch/B2.csv
nl,B2,675,handelen,to act,行动,VERB,dutch/B2.csv
nl,B2,676,hersenen,brain,大脑,NOUN,dutch/B2.csv
nl,B2,677,heuvel,hill,小山,NOUN,dutch/B2.csv
nl,B2,678,integratie,integration,融合,NOUN,dutch/B2.csv
nl,B2,679,knop,button,按钮,NOUN,dutch/B2.csv
nl,B2,680,lach,laugh,笑,NOUN,dutch/B2.csv
nl,B2,681,lenen,to borrow,借,VERB,dutch/B2.csv
nl,B2,682,massa,mass,大量,NOUN,dutch/B2.csv
nl,B2,683,mensheid,humanity,人类,NOUN,dutch/B2.csv
nl,B2,684,noodzakelijk,necessary,必要的,ADJ,dutch/B2.csv
nl,B2,685,onderscheid,distinction,区别,NOUN,dutch/B2.csv
nl,B2,686,petitie,petition,请愿书,NOUN,dutch/B2.csv
nl,B2,687,reputatie,reputation,声誉,NOUN,dutch/B2.csv
nl,B2,688,sla,lettuce,生菜,NOUN,dutch/B2.csv
nl,B2,689,stimuleren,to stimulate,刺激,VERB,dutch/B2.csv
nl,B2,690,strategie,strategy,策略,NOUN,dutch/B2.csv
nl,B2,691,uitgesproken,pronounced,明显的,ADJ,dutch/B2.csv
nl,B2,692,vanzelf,by itself,自动地,ADV,dutch/B2.csv
nl,B2,693,vergroten,to enlarge,扩大,VERB,dutch/B2.csv
nl,B2,694,afsluiten,to close,关闭,VERB,dutch/B2.csv
nl,B2,695,beschadigen,to damage,损坏,VERB,dutch/B2.csv
nl,B2,696,bestemming,destination,目的地,NOUN,dutch/B2.csv
nl,B2,697,bewustzijn,consciousness,意识,NOUN,dutch/B2.csv
nl,B2,698,bezet,occupied,被占用的,ADJ,dutch/B2.csv
nl,B2,699,bezwaar,objection,反对,NOUN,dutch/B2.csv
nl,B2,700,boete,fine,罚款,NOUN,dutch/B2.csv
nl,B2,701,chef,boss,老板,NOUN,dutch/B2.csv
nl,B2,702,commissaris,commissioner,委员,NOUN,dutch/B2.csv
nl,B2,703,daarentegen,on the other hand,另一方面,ADV,dutch/B2.csv
nl,B2,704,elektriciteit,electricity,电,NOUN,dutch/B2.csv
nl,B2,705,ernaar,to it,对它,ADV,dutch/B2.csv
nl,B2,706,exemplaar,copy,份,NOUN,dutch/B2.csv
nl,B2,707,fotografie,photography,摄影,NOUN,dutch/B2.csv
nl,B2,708,gaaf,perfect,完美的,ADJ,dutch/B2.csv
nl,B2,709,specialiseren,to specialize,专攻,VERB,dutch/B2.csv
nl,B2,710,Hongaars,Hungarian,匈牙利的,ADJ,dutch/B2.csv
nl,B2,711,informeren,to inform,通知,VERB,dutch/B2.csv
nl,B2,712,jurk,dress,连衣裙,NOUN,dutch/B2.csv
nl,B2,713,krachtig,powerful,强大的,ADJ,dutch/B2.csv
nl,B2,714,malen,to grind,研磨,VERB,dutch/B2.csv
nl,B2,715,mes,knife,刀,NOUN,dutch/B2.csv
nl,B2,716,nood,distress,危难,NOUN,dutch/B2.csv
nl,B2,717,opstellen,to draw up,起草,VERB,dutch/B2.csv
nl,B2,718,perspectief,perspective,视角,NOUN,dutch/B2.csv
nl,B2,719,seconde,second,秒,NOUN,dutch/B2.csv
nl,B2,720,stijging,increase,增加,NOUN,dutch/B2.csv
nl,B2,721,stom,stupid,愚蠢的,ADJ,dutch/B2.csv
nl,B2,722,tempo,pace,节奏,NOUN,dutch/B2.csv
nl,B2,723,verscheidene,several,几个的,ADJ,dutch/B2.csv
nl,B2,724,verwoesten,to destroy,破坏,VERB,dutch/B2.csv
nl,B2,725,vooraf,in advance,预先,ADV,dutch/B2.csv
nl,B2,726,voorsprong,lead,领先,NOUN,dutch/B2.csv
nl,B2,727,woede,fury,愤怒,NOUN,dutch/B2.csv
nl,B2,728,à,at,每,ADP,dutch/B2.csv
nl,B2,729,aanleg,predisposition,天赋,NOUN,dutch/B2.csv
nl,B2,730,aanzienlijk,considerable,相当大的,ADJ,dutch/B2.csv
nl,B2,731,achternaam,surname,姓氏,NOUN,dutch/B2.csv
nl,B2,732,ambtenaar,civil servant,公务员,NOUN,dutch/B2.csv
nl,B2,733,behoud,conservation,保护,NOUN,dutch/B2.csv
nl,B2,734,beschikking,order,命令,NOUN,dutch/B2.csv
nl,B2,735,besluiten,to decide,决定,VERB,dutch/B2.csv
nl,B2,736,bestand,file,文件,NOUN,dutch/B2.csv
nl,B2,737,comité,committee,委员会,NOUN,dutch/B2.csv
nl,B2,738,crimineel,criminal,罪犯,NOUN,dutch/B2.csv
nl,B2,739,digitaal,digital,数字的,ADJ,dutch/B2.csv
nl,B2,740,effectief,effective,有效的,ADJ,dutch/B2.csv
nl,B2,741,explosie,explosion,爆炸,NOUN,dutch/B2.csv
nl,B2,742,fysiek,physical,身体的,ADJ,dutch/B2.csv
nl,B2,743,gedoe,hassle,麻烦,NOUN,dutch/B2.csv
nl,B2,744,graaf,count,伯爵,NOUN,dutch/B2.csv
nl,B2,745,hal,hall,大厅,NOUN,dutch/B2.csv
nl,B2,746,hartelijk,heartfelt,衷心的,ADJ,dutch/B2.csv
nl,B2,747,herfst,autumn,秋天,NOUN,dutch/B2.csv
nl,B2,748,innovatie,innovation,创新,NOUN,dutch/B2.csv
nl,B2,749,kok,cook,厨师,NOUN,dutch/B2.csv
nl,B2,750,kritisch,critical,批判的,ADJ,dutch/B2.csv
nl,B2,751,lui,lazy,懒惰的,ADJ,dutch/B2.csv
nl,B2,752,Marokkaans,Moroccan,摩洛哥的,ADJ,dutch/B2.csv
nl,B2,753,militair,military,军事的,ADJ,dutch/B2.csv
nl,B2,754,onthouden,to remember,记住,VERB,dutch/B2.csv
nl,B2,755,ontvangst,reception,接待,NOUN,dutch/B2.csv
nl,B2,756,opzetten,to set up,建立,VERB,dutch/B2.csv
nl,B2,757,passagier,passenger,乘客,NOUN,dutch/B2.csv
nl,B2,758,pijnlijk,painful,痛苦的,ADJ,dutch/B2.csv
nl,B2,759,schilderij,painting,绘画,NOUN,dutch/B2.csv
nl,B2,760,signaal,signal,信号,NOUN,dutch/B2.csv
nl,B2,761,sowieso,anyway,无论如何,ADV,dutch/B2.csv
nl,B2,762,statistiek,statistic,统计,NOUN,dutch/B2.csv
nl,B2,763,teleurstellen,to disappoint,使失望,VERB,dutch/B2.csv
nl,B2,764,veelal,often,通常,ADV,dutch/B2.csv
nl,B2,765,veertig,forty,四十,NUM,dutch/B2.csv
nl,B2,766,verkiezing,election,选举,NOUN,dutch/B2.csv
nl,B2,767,vermoeden,to suspect,怀疑,VERB,dutch/B2.csv
nl,B2,768,voorheen,formerly,以前,ADV,dutch/B2.csv
nl,B2,769,weigeren,to refuse,拒绝,VERB,dutch/B2.csv
nl,B2,770,weleens,sometimes,有时,ADV,dutch/B2.csv
nl,B2,771,wethouder,alderman,市议员,NOUN,dutch/B2.csv
nl,B2,772,wonder,miracle,奇迹,NOUN,dutch/B2.csv
nl,B2,773,badkamer,bathroom,浴室,NOUN,dutch/B2.csv
nl,B2,774,bek,beak,鸟嘴,NOUN,dutch/B2.csv
nl,B2,775,commandant,commander,指挥官,NOUN,dutch/B2.csv
nl,B2,776,gedeeltelijk,partially,部分地,ADV,dutch/B2.csv
nl,B2,777,gelden,to apply,适用,VERB,dutch/B2.csv
nl,B2,778,geliefde,beloved,心爱的人,NOUN,dutch/B2.csv
nl,B2,779,genoemd,mentioned,被提及的,ADJ,dutch/B2.csv
nl,B2,780,plegen,to commit,犯（罪）,VERB,dutch/B2.csv
nl,B2,781,geur,smell,气味,NOUN,dutch/B2.csv
nl,B2,782,graven,to dig,挖掘,VERB,dutch/B2.csv
nl,B2,783,herkennen,to recognize,认出,VERB,dutch/B2.csv
nl,B2,784,kwart,quarter,四分之一,NOUN,dutch/B2.csv
nl,B2,785,laden,to load,装载,VERB,dutch/B2.csv
nl,B2,786,massaal,massively,大规模地,ADV,dutch/B2.csv
nl,B2,787,nederlaag,defeat,失败,NOUN,dutch/B2.csv
nl,B2,788,nuttig,useful,有用的,ADJ,dutch/B2.csv
nl,B2,789,onafhankelijkheid,independence,独立,NOUN,dutch/B2.csv
nl,B2,790,opgeven,to give up,放弃,VERB,dutch/B2.csv
nl,B2,791,oppervlakte,surface,表面,NOUN,dutch/B2.csv
nl,B2,792,oprichter,founder,创始人,NOUN,dutch/B2.csv
nl,B2,793,opvolger,successor,继任者,NOUN,dutch/B2.csv
nl,B2,794,proef,test,测试,NOUN,dutch/B2.csv
nl,B2,795,rot,rotten,腐烂的,ADJ,dutch/B2.csv
nl,B2,796,slaapkamer,bedroom,卧室,NOUN,dutch/B2.csv
nl,B2,797,snelweg,motorway,高速公路,NOUN,dutch/B2.csv
nl,B2,798,varen,to sail,航行,VERB,dutch/B2.csv
nl,B2,799,verbaasd,surprised,惊讶的,ADJ,dutch/B2.csv
nl,B2,800,verhouding,ratio,比例,NOUN,dutch/B2.csv
nl,B2,801,vermijden,to avoid,避免,VERB,dutch/B2.csv
nl,B2,802,aannemen,to assume,假设,VERB,dutch/B2.csv
nl,B2,803,aantrekkelijk,attractive,有吸引力的,ADJ,dutch/B2.csv
nl,B2,804,aanvankelijk,initial,最初的,ADJ,dutch/B2.csv
nl,B2,805,au,ouch,哎哟,INTJ,dutch/B2.csv
nl,B2,806,beer,bear,熊,NOUN,dutch/B2.csv
nl,B2,807,bond,federation,联合会,NOUN,dutch/B2.csv
nl,B2,808,bril,glasses,眼镜,NOUN,dutch/B2.csv
nl,B2,809,bruiloft,wedding,婚礼,NOUN,dutch/B2.csv
nl,B2,810,burgeroorlog,civil war,内战,NOUN,dutch/B2.csv
nl,B2,811,deelnemer,participant,参与者,NOUN,dutch/B2.csv
nl,B2,812,diefstal,theft,盗窃,NOUN,dutch/B2.csv
nl,B2,813,excuus,excuse,借口,NOUN,dutch/B2.csv
nl,B2,814,gedicht,poem,诗,NOUN,dutch/B2.csv
nl,B2,815,grijs,gray,灰色的,ADJ,dutch/B2.csv
nl,B2,816,hoogleraar,professor,教授,NOUN,dutch/B2.csv
nl,B2,817,indrukwekkend,impressive,令人印象深刻的,ADJ,dutch/B2.csv
nl,B2,818,keel,throat,喉咙,NOUN,dutch/B2.csv
nl,B2,819,klap,blow,打击,NOUN,dutch/B2.csv
nl,B2,820,leeuw,lion,狮子,NOUN,dutch/B2.csv
nl,B2,821,mannetje,male,雄性,NOUN,dutch/B2.csv
nl,B2,822,moslim,Muslim,穆斯林,NOUN,dutch/B2.csv
nl,B2,823,nieuwsbrief,newsletter,简报,NOUN,dutch/B2.csv
nl,B2,824,nul,zero,零,NUM,dutch/B2.csv
nl,B2,825,onderneming,company,公司,NOUN,dutch/B2.csv
nl,B2,826,onderscheiden,to distinguish,区分,VERB,dutch/B2.csv
nl,B2,827,ontbreken,to be missing,缺少,VERB,dutch/B2.csv
nl,B2,828,paspoort,passport,护照,NOUN,dutch/B2.csv
nl,B2,829,plat,flat,平的,ADJ,dutch/B2.csv
nl,B2,830,prettig,pleasant,愉快的,ADJ,dutch/B2.csv
nl,B2,831,uitkomen,to come true,实现,VERB,dutch/B2.csv
nl,B2,832,vaart,speed,速度,NOUN,dutch/B2.csv
nl,B2,833,verlichting,relief,缓解,NOUN,dutch/B2.csv
nl,B2,834,vers,fresh,新鲜的,ADJ,dutch/B2.csv
nl,B2,835,verwerken,to process,处理,VERB,dutch/B2.csv
nl,B2,836,voorraad,stock,库存,NOUN,dutch/B2.csv
nl,B2,837,zout,salt,盐,NOUN,dutch/B2.csv
nl,B2,838,Zweeds,Swedish,瑞典的,ADJ,dutch/B2.csv
nl,B2,839,aanhouden,to arrest,逮捕,VERB,dutch/B2.csv
nl,B2,840,acteur,actor,演员,NOUN,dutch/B2.csv
nl,B2,841,arbeid,labor,劳动,NOUN,dutch/B2.csv
nl,B2,842,architectuur,architecture,建筑学,NOUN,dutch/B2.csv
nl,B2,843,basisschool,primary school,小学,NOUN,dutch/B2.csv
nl,B2,844,bedekken,to cover,覆盖,VERB,dutch/B2.csv
nl,B2,845,beperken,to limit,限制,VERB,dutch/B2.csv
nl,B2,846,besef,awareness,意识,NOUN,dutch/B2.csv
nl,B2,847,besparen,to save,节省,VERB,dutch/B2.csv
nl,B2,848,chemisch,chemical,化学的,ADJ,dutch/B2.csv
