Arabic_Lemma,English_Lemma,Chinese_Lemma,POS
مُتَصَفِّح,browser,浏览器,NOUN
مُوَجِّه,router,路由器,NOUN
مُبَدِّل,switch,交换机,NOUN
بَوَّابَة,gateway,网关,NOUN
مِنْصَّة,platform,平台,NOUN
وَاجِهَة,interface,界面,NOUN
تَطْبِيق,application,应用程序,NOUN
إِضَافَة,add-on,插件,NOUN
تَحْدِيث,update,更新,NOUN
تَرْقِيَة,upgrade,升级,NOUN
تَنْصِيب,installation,安装,NOUN
إِعْدَاد,configuration,配置,NOUN
تَهْيِئَة,initialization,初始化,NOUN
صَلَاحِيَّة,permission,权限,NOUN
اِسْتِيثَاق,authentication,认证,NOUN
تَحَقُّق,verification,验证,NOUN
تَسَلُّل,intrusion,入侵,NOUN
اِخْتِرَاق,breach,突破,NOUN
ثُغْرَة,vulnerability,漏洞,NOUN
خَلَل,glitch,故障,NOUN
عُطْل,malfunction,失灵,NOUN
تَعَطُّل,crash,崩溃,NOUN
اِنْهِيار,collapse,崩溃,NOUN
تَخْلِيق,synthesis,合成,NOUN
تَوْليد,generation,生成,NOUN
تَصْنيف,classification,分类,NOUN
تَعَلُّم,learning,学习,NOUN
تَدْريب,training,训练,NOUN
اِسْتِدْلال,inference,推理,NOUN
تَنَبُّؤ,prediction,预测,NOUN
مُتَّجِه,vector,向量,NOUN
مَصْفوفة,matrix,矩阵,NOUN
عُقْدة,node,节点,NOUN
طَبَقة,layer,层,NOUN
شَبَكِيّ,networked,联网的,ADJ
رَقْمِيّ,digital,数字的,ADJ
تَناظُرِيّ,analog,模拟的,ADJ
اِفْتِراضِيّ,virtual,虚拟的,ADJ
سَحابِيّ,cloud,云端的,ADJ
بَرْمَجِيّ,software,软件的,ADJ
عَتادِيّ,hardware,硬件的,ADJ
حَوْسَبة,computing,计算,NOUN
رَقْمَنة,digitization,数字化,NOUN
بِيئة,environment,环境,NOUN
بِيئِيّ,environmental,环境的,ADJ
إِيكولوجِيّ,ecological,生态的,ADJ
تَلَوُّث,pollution,污染,NOUN
مُلَوِّث,pollutant,污染物,NOUN
اِنْبِعاث,emission,排放,NOUN
اِحْتِباس,trapping,截留,NOUN
اِحْتِرار,warming,变暖,NOUN
مُناخ,climate,气候,NOUN
مُناخِيّ,climatic,气候的,ADJ
طَقْس,weather,天气,NOUN
رُطوبة,humidity,湿度,NOUN
تَصَحُّر,desertification,荒漠化,NOUN
اِنْجِراف,erosion,侵蚀,NOUN
تَعْرِية,weathering,风化,NOUN
فَيَضان,flood,洪水,NOUN
إِعْصار,hurricane,飓风,NOUN
زَلْزال,earthquake,地震,NOUN
بُرْكان,volcano,火山,NOUN
اِنْقِراض,extinction,灭绝,NOUN
تَنَوُّع,diversity,多样性,NOUN
مَوْطِن,habitat,栖息地,NOUN
نِطاق,range / zone,范围 / 区域,NOUN
مَحْمِيّة,reserve / protected area,保护区,NOUN
إِزالة,removal / deforestation,清除 / 森林砍伐,NOUN
تَشْجير,afforestation,植树造林,NOUN
تَدْوير,recycling,回收利用,NOUN
نِفايات,waste,废物,NOUN
مُخَلَّفات,residues / waste,残留物 / 废弃物,NOUN
رُكام,debris / rubble,碎片 / 瓦砾,NOUN
صَرْف,drainage / sewage,排水 / 污水,NOUN
تَنْقِية,purification,净化,NOUN
تَحْلِية,desalination,海水淡化,NOUN
تَرْشيد,rationalization / conservation,合理化 / 节约,NOUN
اِسْتِدامة,sustainability,可持续性,NOUN
مُسْتَدام,sustainable,可持续的,ADJ
مُتَجَدِّد,renewable,可再生的,ADJ
نَظافة,cleanliness / cleanness,清洁,NOUN
سُمِّيّة,toxicity,毒性,NOUN
تَعَفُّن,rot / decomposition,腐烂 / 分解,NOUN
تَحَلُّل,decomposition / degradation,分解 / 降解,NOUN
تَسَمُّم,poisoning,中毒,NOUN
وَقود,fuel,燃料,NOUN
مَحْروقات,fuels / hydrocarbons,燃料 / 碳氢化合物,NOUN
بِتْرول,petroleum,石油,NOUN
نِفْط,oil / petroleum,石油,NOUN
فَحْم,coal,煤,NOUN
مَصْفاة,refinery,炼油厂,NOUN
تَكْرير,refining,提炼,NOUN
اِسْتِخْراج,extraction,开采 / 提取,NOUN
تَنْقيب,prospecting / drilling,勘探 / 钻探,NOUN
حَفْر,digging,挖掘,NOUN
خَزّان,tank,储罐,NOUN
أُنْبوب,pipe,管道,NOUN
مُفاعِل,reactor,反应堆,NOUN
اِنْدِماج,fusion,聚变,NOUN
اِنْشِطار,fission,裂变,NOUN
سِلْسِلِيّ,chain,链式的,ADJ
كَهْرَمائِيّ,hydroelectric,水力发电的,ADJ
شَمْسِيّ,solar,太阳能的,ADJ
رِيحِيّ,wind,风能的,ADJ
مِرْوَحة,fan,风扇,NOUN
لَوْح,panel,面板,NOUN
بَطّارِيّة,battery,电池,NOUN
مِدَّخِرة,accumulator,蓄电池,NOUN
شَحْن,charging,充电,NOUN
تَفْريغ,discharge,放电,NOUN
جُهْد,voltage,电压,NOUN
تَيّار,current,电流,NOUN
قُدْرة,power,功率,NOUN
اِسْتِهْلاك,consumption,消耗,NOUN
هَدَر,waste,浪费,NOUN
كَفاءة,efficiency,效率,NOUN
مَرْدود,yield,产出,NOUN
تَوْزيع,distribution,分配,NOUN
نَقْل,transmission,传输,NOUN
رَبْط,interconnection,互联,NOUN
عَدّاد,meter,仪表,NOUN
زِراعة,agriculture,农业,NOUN
زِراعِيّ,agricultural,农业的,ADJ
فِلاحة,farming,耕作,NOUN
فَلّاح,farmer,农民,NOUN
مَحْصول,crop,作物,NOUN
حَصاد,harvest,收获,NOUN
بَذْر,sowing,播种,NOUN
بِذْرة,seed,种子,NOUN
شَتْلة,seedling,幼苗,NOUN
غِراس,saplings,树苗,NOUN
تَلْقيح,pollination,授粉,NOUN
إِنْبات,germination,发芽,NOUN
سُقْيا,watering,浇水,NOUN
رَيّ,irrigation,灌溉,NOUN
تَسْميد,fertilization,施肥,NOUN
سَماد,fertilizer,肥料,NOUN
مُبيد,pesticide,杀虫剂,NOUN
آفة,pest,害虫,NOUN
حَشْرة,insect,昆虫,NOUN
عُشْبة,weed,杂草,NOUN
أَعْشاب,weeds,杂草,NOUN
تُرْبة,soil,土壤,NOUN
خُصوبة,fertility,肥力,NOUN
تَعْشيب,weeding,除草,NOUN
حِراثة,plowing,耕作,NOUN
مِحْراث,plow,犁,NOUN
حَقْل,field,田地,NOUN
مَرْعى,pasture,牧场,NOUN
بُسْتان,orchard,果园,NOUN
مَشْتَل,nursery,苗圃,NOUN
صَوْبة,greenhouse,温室,NOUN
دَفيئة,greenhouse,温室,NOUN
قَطيع,herd,畜群,NOUN
ماشِية,livestock,牲畜,NOUN
دَواجِن,poultry,家禽,NOUN
مَرْبى,breeding site,养殖场,NOUN
تَرْبِية,breeding,饲养,NOUN
حَلْب,milking,挤奶,NOUN
جَزّ,shearing,剪毛,NOUN
مُجْتَرّ,ruminant,反刍动物,NOUN
عَلَف,fodder,饲料,NOUN
صَوامِع,silos,筒仓,NOUN
مِطْمَر,granary,粮仓,NOUN
تَخْمير,fermentation,发酵,NOUN
تَجْفيف,drying,干燥,NOUN
تَعْليب,canning,罐装,NOUN
تَبْريد,refrigeration,制冷,NOUN
مَرْكَبة,vehicle,车辆,NOUN
قاطِرة,locomotive,机车,NOUN
عَرَبة,carriage,车厢,NOUN
شاحِنة,truck,卡车,NOUN
حافِلة,bus,公交车,NOUN
سِكّة,railway,铁路,NOUN
قِضْبان,rails,铁轨,NOUN
رَصيف,platform,站台,NOUN
مَحَطّة,station,车站,NOUN
مِيناء,port,港口,NOUN
مَرْفَأ,harbor,海港,NOUN
رَسْو,mooring,停泊,NOUN
إِبْحار,sailing,航行,NOUN
مِلاحة,navigation,导航,NOUN
أُسْطول,fleet,舰队,NOUN
سَفينة,ship,船,NOUN
بارِجة,warship,军舰,NOUN
غَوّاصة,submarine,潜水艇,NOUN
قارِب,boat,小船,NOUN
زَوْرَق,skiff,小艇,NOUN
مِرْساة,anchor,锚,NOUN
شِراع,sail,帆,NOUN
مِجْداف,oar,桨,NOUN
طائِرة,airplane,飞机,NOUN
مِرْوَحِيّة,helicopter,直升机,NOUN
مَطار,airport,机场,NOUN
مَدْرَج,runway,跑道,NOUN
إِقْلاع,takeoff,起飞,NOUN
هُبوط,landing,降落,NOUN
تَحْليق,flight,飞行,NOUN
مِلاحِيّ,navigational,导航的,ADJ
جَوِّيّ,aerial,航空的,ADJ
بَحْرِيّ,maritime,海事的,ADJ
بَرِّيّ,terrestrial,陆地的,ADJ
نَقْلِيّ,transport,运输的,ADJ
لوجِسْتِيّ,logistics,物流的,ADJ
شَحْنة,cargo,货物,NOUN
حُمولة,load,负载,NOUN
مُناوَلة,handling,搬运,NOUN
عُبور,transit,过境,NOUN
تَحْويلة,detour,绕行,NOUN
اِزْدِحام,congestion,拥堵,NOUN
سالِكة,passable,可通行的,ADJ
تَعْريفة,tariff,费率,NOUN
رُخْصة,permit,许可证,NOUN
اِتِّصال,communication,通信,NOUN
اِتِّصالات,telecommunications,电信,NOUN
هاتِف,telephone,电话,NOUN
مِذْياع,radio,收音机,NOUN
مِرْناة,television,电视机,NOUN
بَثّ,broadcasting,广播,NOUN
إِرْسال,transmission,传输,NOUN
اِسْتِقْبال,reception,接收,NOUN
مُرْسِل,transmitter,发射机,NOUN
مُسْتَقْبِل,receiver,接收机,NOUN
هَوائِيّ,antenna,天线,NOUN
لاقِط,pickup,拾音器,NOUN
مُضَخِّم,amplifier,放大器,NOUN
مُذَبْذِب,oscillator,振荡器,NOUN
تَضْمين,modulation,调制,NOUN
تَرَدُّدِيّ,frequency,频率的,ADJ
مَوْجِيّ,wave,波的,ADJ
نِطاقِيّ,bandwidth,带宽的,ADJ
تَغْطِية,coverage,覆盖范围,NOUN
إِشارة,signal,信号,NOUN
تَشْويش,interference,干扰,NOUN
ضَجيج,noise,噪声,NOUN
تَخْميد,damping,阻尼,NOUN
تَقْوِية,amplification,放大,NOUN
رَبْطِيّ,link,连接的,ADJ
وَصْلَة,link / connector,连接,NOUN
كَابِل,cable,电缆,NOUN
ضَفِيرَة,braid,编织物,NOUN
لَيْف,fiber,纤维,NOUN
مِقْسَم,switchboard,交换机,NOUN
مُقَسِّم,splitter,分配器,NOUN
رِزْمَة,packet,数据包,NOUN
حُزْمَة,bundle,束,NOUN
بَرْقِيَّة,telegram,电报,NOUN
بَرْق,telegraph / lightning,电报 / 闪电,NOUN
لَاسِلْكِيّ,wireless,无线的,ADJ
سِلْكِيّ,wired,有线的,ADJ
تَعْلِيم,education,教育,NOUN
تَرْبَوِيّ,pedagogical,教学的,ADJ
مَنْهَج,curriculum,课程,NOUN
مَنْهَجِيّ,methodical,有条理的,ADJ
مِنْهَاج,syllabus,教学大纲,NOUN
مُقَرَّر,course,课程,NOUN
مُحَاضَرَة,lecture,讲座,NOUN
مُحَاضِر,lecturer,讲师,NOUN
نَدْوَة,seminar,研讨会,NOUN
وَرْشَة,workshop,工作坊,NOUN
تَدْرِيس,teaching,教学,NOUN
مُدَرِّس,teacher,教师,NOUN
أُسْتَاذِيَّة,professorship,教授职位,NOUN
عِمَادَة,deanship,院长职位,NOUN
عَمِيد,dean,院长,NOUN
كُلِّيَّة,faculty,学院,NOUN
جَامِعِيّ,university,大学的,ADJ
أَكَادِيمِيّ,academic,学术的,ADJ
أَكَادِيمِيَّة,academy,学院,NOUN
مِنْحَة,scholarship,奖学金,NOUN
اِبْتِعَاث,scholarship,公派留学,NOUN
اِنْتِسَاب,enrollment,注册入学,NOUN
تَسْجِيل,registration,登记,NOUN
مَقْبُولِيَّة,admissibility / acceptance,可接受性 / 录取,NOUN
قَبول,admission,录取,NOUN
تَقْييم,evaluation,评估,NOUN
تَقْويم,assessment,评估,NOUN
اِخْتِبار,test,测试,NOUN
اِمْتِحان,examination,考试,NOUN
مُذاكَرة,revision,复习,NOUN
مُراجَعة,review,复习,NOUN
تَلْقين,rote teaching,填鸭式教学,NOUN
تَلْخيص,summarizing,总结,NOUN
تَحْصيل,attainment,成绩,NOUN
تَفَوُّق,excellence,优异,NOUN
رُسوب,failure,不及格,NOUN
نَجاح,success,成功,NOUN
شَهادة,certificate,证书,NOUN
دَبْلوم,diploma,文凭,NOUN
إِجازة,license,学位,NOUN
دُكْتوراه,doctorate,博士学位,NOUN
أُطْروحة,dissertation,学位论文,NOUN
رِسالة,thesis,论文,NOUN
بَحْث,research,研究,NOUN
مَرْجِع,reference,参考,NOUN
مُصْطَلَح,term,术语,NOUN
حاشِية,footnote,脚注,NOUN
مَتْن,text,正文,NOUN
فَهْرَس,index,索引,NOUN
اِسْتِشْهاد,citation,引用,NOUN
اِقْتِباس,quotation,引文,NOUN
اِنْتِحال,plagiarism,剽窃,NOUN
تَحْكيم,peer review,同行评审,NOUN
مُحَكَّم,refereed,经评审的,ADJ
دَوْرِيّة,journal,期刊,NOUN
مَوْسوعة,encyclopedia,百科全书,NOUN
مُعْجَم,dictionary,词典,NOUN
مُلَخَّص,abstract,摘要,NOUN
تَمْهيد,introduction,引言,NOUN
خاتِمة,conclusion,结论,NOUN
رِيَاضِيَّات,mathematics,数学,NOUN
رِيَاضِيّ,mathematical,数学的,ADJ
جَبْرِيّ,algebraic,代数的,ADJ
هَنْدَسِيّ,geometric,几何的,ADJ
حِسَابِيّ,arithmetic,算术的,ADJ
مُثَلَّثَات,trigonometry,三角学,NOUN
تَفَاضُل,differentiation,微分,NOUN
تَكَامُل,integration,积分,NOUN
مُشْتَقَّة,derivative,导数,NOUN
دَالَّة,function,函数,NOUN
مُعَادَلَة,equation,方程,NOUN
مُتَرَايِحَة,inequality,不等式,NOUN
مَجْهُول,unknown,未知数,NOUN
مُتَغَيِّر,variable,变量,NOUN
ثَابِت,constant,常数,NOUN
مُعَامِل,coefficient,系数,NOUN
أُسّ,exponent,指数,NOUN
جَذْر,root,根,NOUN
مَجْمُوعَة,set,集合,NOUN
عُنْصُرِيّ,elemental,元素的,ADJ
تَقَاطُع,intersection,交集,NOUN
اِتِّحَاد,union,并集,NOUN
اِحْتِمَال,probability,概率,NOUN
إِحْصَاء,statistics,统计学,NOUN
مُتَوَسِّط,mean,平均值,NOUN
وَسَط,median,中位数,NOUN
مَنُوَال,mode,众数,NOUN
تَبَايُن,variance,方差,NOUN
اِنْحِرَاف,deviation,偏差,NOUN
اِرْتِبَاط,correlation,相关性,NOUN
تَقْدِير,estimation,估计,NOUN
تَقْرِيب,approximation,近似,NOUN
عَدَدِيّ,numerical,数值的,ADJ
صَحِيح,integer,整数,NOUN
زَوْجِيّ,even,偶数的,ADJ
فَرْدِيّ,odd,奇数的,ADJ
أَوَّلِيّ,prime,素数的,ADJ
مَنْقُوص,deficient,亏数,ADJ
مَزِيد,abundant,盈数,ADJ
مُحِيط,circumference,周长,NOUN
مِسَاحَة,area,面积,NOUN
حَجْم,volume,体积,NOUN
قُطْر,diameter,直径,NOUN
وَتَر,chord,弦,NOUN
ضِلْع,side,边,NOUN
زَاوِيَة,angle,角,NOUN
مُنْحَنًى,curve,曲线,NOUN
مُسْتَقِيم,straight line,直线,NOUN
مُتَوَازٍ,parallel,平行的,ADJ
مُتَعَامِد,perpendicular,垂直的,ADJ
مُتَنَاظِر,symmetric,对称的,ADJ
تَمَاثُل,symmetry,对称,NOUN
تَنَاسُب,proportionality,比例性,NOUN
تَسَلْسُل,sequence,序列,NOUN
مُتَتَالِيَة,sequence,数列,NOUN
مُتَّجَه,vector,向量,NOUN
قِيَاسِيّ,scalar,标量,ADJ
مَحْدُود,finite,有限的,ADJ
لَانِهَائِيّ,infinite,无限的,ADJ
مُنْفَصِل,discrete,离散的,ADJ
مُتَّصِل,continuous,连续的,ADJ
مِيكَانِيكَا,mechanics,力学,NOUN
دِينَامِيكَا,dynamics,动力学,NOUN
سُكُونِيّ,static,静力学的,ADJ
حَرَكيّ,kinetic,动力学的,ADJ
مَوَائِع,fluids,流体,NOUN
هَوَائِيَّات,aerodynamics,空气动力学,NOUN
صَوْتِيَّات,acoustics,声学,NOUN
بَصَرِيَّات,optics,光学,NOUN
كَهْرَبائِيّات,electrical engineering,电气工程,NOUN
مِعْمار,architecture,建筑学,NOUN
مِعْمارِيّ,architectural,建筑的,ADJ
تَخْطيط,planning,规划,NOUN
مِسّاح,surveyor,测量员,NOUN
طُبوغرافِيّا,topography,地形学,NOUN
جِيولوجِيّا,geology,地质学,NOUN
جِيولوجِيّ,geological,地质的,ADJ
رُسوبِيّ,sedimentary,沉积的,ADJ
طَبَقِيّ,stratigraphic,地层的,ADJ
زِلْزالِيّ,seismic,地震的,ADJ
بُرْكانِيّ,volcanic,火山的,ADJ
مَناخِيّات,climatology,气候学,NOUN
أَرْصاد,meteorological observations,气象观测,NOUN
فَلَك,astronomy,天文学,NOUN
فَلَكِيّ,astronomical,天文的,ADJ
مَجَرّة,galaxy,星系,NOUN
سَديم,nebula,星云,NOUN
كُوَيْكِب,asteroid,小行星,NOUN
نَيْزَك,meteorite,陨石,NOUN
مَذَنَّب,comet,彗星,NOUN
مَدار,orbit,轨道,NOUN
مَدارِيّ,orbital,轨道的,ADJ
كَوْنِيّ,cosmic,宇宙的,ADJ
فَضائِيّ,space,太空的,ADJ
مَجَرِّيّ,galactic,星系的,ADJ
نَجْمِيّ,stellar,恒星的,ADJ
شَمْسِيّات,solar physics,太阳物理学,NOUN
مِسْبار,probe,探测器,NOUN
مَرْكَبِيّ,vehicular,车辆的,ADJ
صاروخِيّ,rocket,火箭的,ADJ
دَفْع,propulsion,推进,NOUN
دافِع,propellant,推进剂,NOUN
اِنْدِفاع,thrust,推力,NOUN
حُقْنة,syringe,注射器,NOUN
رَذاذ,spray,喷雾,NOUN
رَشّاش,sprayer / sprinkler,喷雾器 / 洒水器,NOUN
مِبْخَرة,vaporizer,蒸发器,NOUN
مِكْثاف,condenser,冷凝器,NOUN
مِرْجاس,probe,探针,NOUN
مِسْبَرة,probe,探针,NOUN
مِعَقِّم,sterilizer,消毒器,NOUN
حاضِنة,incubator,孵化器,NOUN
مُفَرِّغَة,vacuum pump,真空泵,NOUN
طارِدَة,centrifuge,离心机,NOUN
نابِذَة,centrifuge,离心机,NOUN
مُنْخَل,sieve,筛子,NOUN
غِرْبَال,sieve,筛子,NOUN
مِعْصَر,press,压榨机,NOUN
مِطْحَنَة,mill,磨坊,NOUN
مِفْرَمَة,grinder,粉碎机,NOUN
خَلّاط,mixer,搅拌机,NOUN
عَجّان,kneader,揉面机,NOUN
مِخْرَطَة,lathe,车床,NOUN
مِبْرَد,file,锉刀,NOUN
مِنْشَار,saw,锯子,NOUN
إِزْمِيل,chisel,凿子,NOUN
كَمّاشة,pliers,钳子,NOUN
مِلْقَط,tweezers,镊子,NOUN
تَقْييس,standardization,标准化,NOUN
مُواصَفَة,specification,规格,NOUN
مُطابَقَة,conformity,符合,NOUN
جَوْدَة,quality,质量,NOUN
مُعايَنَة,inspection,检查,NOUN
تَفَقُّد,inspection,检查,NOUN
صِيَانَة,maintenance,维护,NOUN
إِصْلَاح,repair,修理,NOUN
تَرْمِيم,restoration,修复,NOUN
تَشْغيل,operation,操作,NOUN
تَوْقِيف,shutdown,停机,NOUN
جاهِزِيّة,readiness,准备就绪,NOUN
مَوْثوقِيّة,reliability,可靠性,NOUN
مَتانِيّة,durability,耐用性,NOUN
مُتانة,durability,耐久性,NOUN
إِنْتاجِيّة,productivity,生产力,NOUN
مَرْدودِيّة,profitability,收益率,NOUN
أَتْمَتة,automation,自动化,NOUN
مَكْنَنة,mechanization,机械化,NOUN
رَوْبَتة,robotization,机器人化,NOUN
رُوبوت,robot,机器人,NOUN
رُوبوتِيّ,robotic,机器人的,ADJ
مِسْبَحِيّ,pooled,池化的,ADJ
مُسْتَشْعِرات,sensors,传感器,NOUN
قَياسات,measurements,测量,NOUN
مُدْخَلات,inputs,输入,NOUN
مُخْرَجات,outputs,输出,NOUN
مُعالَجِيّ,processing,处理的,ADJ
تَغْذِية,feed,馈送,NOUN
اِرْتِجاع,feedback,反馈,NOUN
تَراجُعِيّ,recursive,递归的,ADJ
تَكْرارِيّ,iterative,迭代的,ADJ
خَطِّيّ,linear,线性的,ADJ
لاخَطِّيّ,nonlinear,非线性的,ADJ
طَوْرِيّ,phasic,阶段的,ADJ
طَيْفِيّ,spectral,光谱的,ADJ
حَقْلِيّ,field,场的,ADJ
نُقْطِيّ,pointwise,点态的,ADJ
سَطْحِيّ,superficial,表面的,ADJ
حَجْمِيّ,volumetric,体积的,ADJ
كُتْلِيّ,mass,质量的,ADJ
طاقِيّ,energetic,能量的,ADJ
مادِّيّ,material,物质的,ADJ
عُضْوِيّ,organic,有机的,ADJ
لاعُضْوِيّ,inorganic,无机的,ADJ
مِجْهَرِيّ,microscopic,微观的,ADJ
عَيانِيّ,macroscopic,宏观的,ADJ
خَلَوِيّ,cellular,细胞的,ADJ
نَسيجِيّ,tissue,组织的,ADJ
مَخْبَرِيّ,laboratory,实验室的,ADJ
مِخْبار,test tube,试管,NOUN
دَوْرَق,flask,烧瓶,NOUN
قارورة,bottle,瓶子,NOUN
أَنْبوبة,tube,管,NOUN
شَريحة,slide,切片,NOUN
رُقاقة,chip,芯片,NOUN
مِعَشّار,vernier,游标,NOUN
عِيار,caliber,口径,NOUN
مِسْطَرة,ruler,尺,NOUN
مِنْقَلة,protractor,量角器,NOUN
فِرْجار,compass,圆规,NOUN
بِرْكار,divider,分规,NOUN
مِيزانِيّة,balance,天平,NOUN
مِرْصَد,observatory,天文台,NOUN
رَصّاد,observer,观测者,NOUN
تَتَبُّع,tracking,追踪,NOUN
مُلاحَقة,pursuit,追踪,NOUN
اِسْتِطْلاع,reconnaissance,侦察,NOUN
مَسْح,survey,调查,NOUN
مَسّاحة,surveyor,测量员,NOUN
تَرْقيم,numbering,编号,NOUN
تَبْويب,classification,分类,NOUN
جَدْوَلة,scheduling,调度,NOUN
تَنْظيم,organization,组织,NOUN
تَنْسيق,coordination,协调,NOUN
مُواءَمة,harmonization,协调,NOUN
مُوازَنة,budgeting,预算,NOUN
مُفاضَلة,trade-off,权衡,NOUN
اِسْتِمْثال,utilization,利用,NOUN
تَحْسين,improvement,改善,NOUN
تَعْظيم,maximization,最大化,NOUN
تَدْنِية,minimization,最小化,NOUN
تَقْليص,reduction,减少,NOUN
تَوْسيع,expansion,扩张,NOUN
تَكْبير,enlargement,放大,NOUN
تَصْغير,reduction,缩小,NOUN
تَضْخيم,amplification,放大,NOUN
تَثْبيط,inhibition,抑制,NOUN
تَنْشيط,activation,激活,NOUN
تَعْديل,modification,修改,NOUN
مُعَيِّر,calibrator,校准器,NOUN
مِعْداد,counter,计数器,NOUN
عَدَّادِيّ,metering,计量的,ADJ
مِحْقَن,syringe,注射器,NOUN
مِشْبَك,clamp,夹子,NOUN
مِبْزَل,trocar,穿刺针,NOUN
مِرْقَأ,hemostat,止血钳,NOUN
خِزْعَة,biopsy,活检,NOUN
مَسْحَة,swab,拭子,NOUN
زَرْع,culture,培养,NOUN
زَرْعِيَّة,graft,移植物,NOUN
رَفْض,rejection,排斥,NOUN
اِرْتِشَاح,exudation,渗出,NOUN
اِحْتِقَان,congestion,充血,NOUN
اِنْسِدَاد,obstruction,阻塞,NOUN
اِنْقِبَاض,contraction,收缩,NOUN
اِنْبِسَاط,dilation,扩张,NOUN
تَوَسُّع,dilation,扩张,NOUN
تَضَيُّق,stenosis,狭窄,NOUN
تَنَكُّس,degeneration,变性,NOUN
تَلَيُّف,fibrosis,纤维化,NOUN
تَقَرُّح,ulceration,溃疡,NOUN
تَقَيُّح,suppuration,化脓,NOUN
تَوَرُّد,flushing,潮红,NOUN
شُحوب,pallor,苍白,NOUN
اِصْفِرَار,jaundice,黄疸,NOUN
اِزْرِقاق,cyanosis,发绀,NOUN
اِرْتِفاع,elevation,升高,NOUN
هُبوطِيّ,hypotensive,低血压的,ADJ
تَيَبُّس,stiffness,僵硬,NOUN
خَدَر,numbness,麻木,NOUN
وَخْز,tingling,刺痛,NOUN
مَغْص,colic,绞痛,NOUN
قَيء,vomiting,呕吐,NOUN
إِسْهال,diarrhea,腹泻,NOUN
إِمساك,constipation,便秘,NOUN
سُعال,cough,咳嗽,NOUN
عُطاس,sneezing,打喷嚏,NOUN
زُكام,cold,感冒,NOUN
رَشْح,runny nose,流鼻涕,NOUN
بَلْغَم,phlegm,痰,NOUN
قَشَع,sputum,痰,NOUN
لُعاب,saliva,唾液,NOUN
مُخاط,mucus,粘液,NOUN
صَفْراء,bile,胆汁,NOUN
لِمْف,lymph,淋巴,NOUN
مَصْل,serum,血清,NOUN
صُفَيحة,platelet,血小板,NOUN
كُرَيّة,corpuscle,血球,NOUN
هِيموغلوبين,hemoglobin,血红蛋白,NOUN
جُلوكوز,glucose,葡萄糖,NOUN
كوليسْترول,cholesterol,胆固醇,NOUN
بُروتين,protein,蛋白质,NOUN
دُهون,fats,脂肪,NOUN
كَرْبوهيدرات,carbohydrates,碳水化合物,NOUN
سُعْرة,calorie,卡路里,NOUN
تَغْذَوِيّ,nutritional,营养的,ADJ
اِسْتِقْلاب,metabolism,新陈代谢,NOUN
اِسْتِقْلابِيّ,metabolic,代谢的,ADJ
جِينِيّ,genetic,基因的,ADJ
وِراثِيّ,hereditary,遗传的,ADJ
صِبْغِيّ,chromosomal,染色体的,ADJ
مُورِّثة,gene,基因,NOUN
طَفَرِيّ,mutagenic,诱变的,ADJ
مُسْتَنْسَخ,cloned,克隆的,ADJ
مُهَجَّن,hybrid,杂交的,ADJ
تَهْجين,hybridization,杂交,NOUN
سَلِيف,precursor,前体,NOUN
ناقِلة,transporter,转运蛋白,NOUN
حامِل,carrier,载体,NOUN
مُسْتَضِدّ,antigen,抗原,NOUN
لِقاحِيّ,vaccinal,疫苗的,ADJ
بُنْيَوِيّ,structural,结构的,ADJ
وِحْدَوِيّ,modular,模块化的,ADJ
عَمودِيّ,columnar,柱状的,ADJ
طَرَفِيّ,peripheral,外围的,ADJ
مَرْكَزِيّ,central,中央的,ADJ
لامَرْكَزِيّ,decentralized,分散的,ADJ
تَوَزُّعِيّ,distributed,分布式的,ADJ
تَزامُنِيّ,synchronous,同步的,ADJ
لاتَزامُنِيّ,asynchronous,异步的,ADJ
تَتابُعِيّ,sequential,顺序的,ADJ
تَوازِيّ,parallel,并行的,ADJ
اِسْتِباقِيّ,proactive,主动的,ADJ
اِرْتِجاعِيّ,reactive,反应的,ADJ
تَكَيُّفِيّ,adaptive,适应性的,ADJ
اِنْتِقائِيّ,selective,选择性的,ADJ
عَشْوائِيّ,random,随机的,ADJ
حَتْمِيّ,deterministic,确定性的,ADJ
اِحْتِمالِيّ,probabilistic,概率性的,ADJ
ضَبابِيّ,fuzzy,模糊的,ADJ
عَصَبونِيّ,neural,神经的,ADJ
تَطَوُّرِيّ,evolutionary,进化的,ADJ
اِسْتِدْلالِيّ,inferential,推论的,ADJ
اِسْتِنْتاجِيّ,deductive,演绎的,ADJ
اِسْتِقْرائِيّ,inductive,归纳的,ADJ
تَجْريدِيّ,abstract,抽象的,ADJ
مَنْطِقِيّ,logical,逻辑的,ADJ
ثُنائِيّ,binary,二进制的,ADJ
عُشارِيّ,decimal,十进制的,ADJ
سِتِّينِيّ,sexagesimal,六十进制的,ADJ
سِداسِيّ,hexadecimal,十六进制的,ADJ
خَانَة,digit,位,NOUN
مَنْزِلَة,place value,位值,NOUN
تَراكُمِيّ,cumulative,累积的,ADJ
تَصاعُدِيّ,ascending,递增的,ADJ
تَنازُلِيّ,descending,递减的,ADJ
مُطَّرِد,monotonic,单调的,ADJ
مُتَذَبْذِب,oscillating,振荡的,ADJ
مُتَقارِب,convergent,收敛的,ADJ
مُتَباعِد,divergent,发散的,ADJ
مُتَجانِس,homogeneous,同质的,ADJ
مُتَغايِر,heterogeneous,异质的,ADJ
